start	end	text
137528	138769	Yo, iedereen.
138809	140231	Zo knap.
140271	141312	Moet je maar kunnen.
141595	149267	Zoals jullie zagen, deed ik nou net een bunnyhop.
149327	152752	Zoals jullie zagen, deed ik nu net een bonniehup.
153453	154315	Zo vet.
154435	157299	Een bunnyhop, een bonniehup.
157319	163008	Het spannende konijnenspel voor Ravensburger.
163048	165172	Nu overdrijft hij, denk ik.
165252	166033	Drie stokken.
168578	170060	Ik vind dit echt razend interessant.
170080	171622	Ik ben echt benieuwd hoe dit afloopt.
171642	173224	Nu gaat-ie weg.
173244	174086	Voor de kant.
174106	178432	Sjors, dat is de andere kant.
178452	180074	Sjors.
180114	181356	Sjors.
181416	182758	Kom terug.
182818	192812	De stokken liggen hier.
192832	194494	Hoeveel reten mag ik eigenlijk geven?
194514	195175	1 tot 5.
195195	196697	1 tot 5.
196757	198079	5 reten.
198835	203844	Moet je kijken hoe vet dat outfit is, zo met die capuchon, zo over zijn helm.
203864	212939	Hij ziet eruit als een soort van overweight AMBB wielrenner.
212959	215123	Ik draag ook vaak een helm.
215183	219410	Ja, maar gewoon binnen huis, want er vallen vaak spullen op m'n hoofd en zo.
219430	220472	Kan dat toch?
220638	224546	Omdat ik ze niet goed vasthang in de eerste plaats.
224626	226730	Pannen, messen.
226750	229996	Nee, maar rapper Sjors heeft inderdaad een geliefde.
230036	234184	Ja, maar nu las ik dus later weer dat ze een prostitué is.
234245	236850	We betalen op de ene of andere manier allemaal voor onze vrouwen.
236870	238152	Vijf reten voor rapper Sjors.
238212	239495	Ja, let's go.
239535	242140	Vijf staan we ook voor de sekswerkers onder ons.
243250	245333	Wil je ook paasen in Nederland nu, jonge?
245373	247196	Wat gebeurt er ook alweer met paasen?
247217	248358	Wordt-ie dan... Dan is-ie geboren, hè?
248378	249520	Nee, dan gaat-ie dood.
249540	251484	Met kerst wordt-ie toch gekruisigd?
251544	256993	Of... Met kerst wordt-ie geboren.
257013	258455	Jij bent echt krankerdon, man.
258475	261079	Het is wel echt heel brut dat je gewoon aan een kruis wordt gehangen, zeg.
261099	263403	Ja, maar toen hadden ze nog geen spuitjes.
263423	264064	Kruis afgebroken.
264084	265907	Waarom hebben ze hem überhaupt vermoord?
265947	267570	Omdat-ie... Die wist te veel.
268276	270827	Jij lijkt er eigenlijk, ik ben echt over Jezus.
270887	272816	Dat is eigenlijk zo soms wel, dus ja.
273117	274985	Pasen special met Jezus.
275005	276010	Hallo, ik ben Trash.
276030	277898	Even een gat in zijn hand in de edit.
279785	298738	Dit gaat volgens mij over mannen die hun hobby iets te serieus nemen.
298955	314483	Ze waren buiten aan het spelen en toen hebben ze een lichaam gevonden.
314703	316426	Eigenlijk wel, ja.
316446	322617	Het is heel moeilijk om te herstellen van een afgehakt hoofd.
322597	323899	Maar dit is wel een vette hobby.
323959	325061	En heb jij nou ook zo'n hobby?
325081	333253	Stuur even een berichtje naar... And apparently we contaminated the crime scene, because that spell uses a lot of glitter.
333293	334776	Boris, heb jij speciale hobbies?
335056	338121	Ik verzabel appelsieden.
338141	339002	Siede als appels.
338982	340984	Ah, maar die rotte toch op een gegeven moment?
341004	346589	Ja daarmee kan ik er niet met een verzameling groeit aan en slamt heel snel terug af.
346609	347390	Goed verhaal.
347430	349132	Dank u, Renée.
349192	350593	Ik waardeer uw feedback.
350633	356959	Als je een heel rond hoofd hebt, zeker omdat je zo'n stalen ding erover hebt, moet je niet een heel erg langwerpige bril doen.
357059	358120	Dat ziet er raar uit.
358140	358360	Twee reten.
358380	363005	Ik geef meneer Kreet Barrett vijf reten vanwege zijn vriendelijk voorkomen.
363085	365327	Hij ziet er ook een beetje uit als een menselijke zetpil.
366809	368193	We go international.
368674	372786	Ik wil dan echt altijd blijven liegen.
372826	374691	En hoe lang duurt dat tot je eraan gewoond bent?
374711	376195	Er staat daar iemand te schijten.
377744	380828	Ja, echt wel zo een halve maand of zoiets.
380848	382310	Wat is het voor raar land, joh?
382330	386456	Daar zit iemand te poepen en daar zit iemand te vertellen dat hij altijd liegt.
386516	388619	Ik wil dan echt altijd blijven liegen.
388679	389380	Nee, liggen.
389400	390141	Liggen.
390201	391903	Als het slapen, denk ik.
391923	394446	Maar ik heb het ook wel eens dat ik gewoon te vet heb gegeten.
394526	397170	Dan kun je maar beter je broek naar beneden doen als je een wind laat.
397150	401057	Maar volgens mij is er daar een kraadje en zat hij zichzelf te wassen.
401077	402560	Ik weet zelfs niet of die hond bijbehoort.
402580	404724	Ik denk dat hij daar toevallig voorbij kwam.
404744	407068	Of hij dacht, ik moet altijd jouw poep opruimen.
407088	408430	Nu mag ik jouw poep opruimen.
408450	408931	Fuck you.
408991	411075	En hoe lang duurt dat tot je eraan gewoond bent?
412591	416256	Ja, echt wel zo een halve maand of zoiets.
416276	417298	Het is heel vreemd.
417318	418800	Ik snap er helemaal niks van.
418820	420382	Waarom kijkt niemand naar hem ook?
420442	422385	Iedereen negeert het gewoon.
422425	425109	Waarschijnlijk staat hij daarvoor bekend en doet hij dat dagelijks.
425149	429315	Dat lijkt me gewoon heel naar als je negen bent en wim heet.
429335	432520	Dan heb je toch de naam van iemand van zestig.
432540	432760	Drie reten.
432740	435143	Ik wil dan echt altijd blijven liegen.
435183	437366	Ja, maar ik vind dat dus wel leuk.
437386	441832	Nu krijg je allemaal de tijdpak Delano en Lorenzo.
441852	443935	Een hele korte naam heb je veel.
443955	445637	Wim is gewoon lekker klassiek.
445677	450483	Dat is lekker lang.
450523	452646	Ik wil dan echt altijd blijven liegen.
452666	453547	Goed gedaan, Wim.
453607	455109	Twee, drie reten.
455129	455991	Ede voor de hand.
456031	459395	Zolang het niet live was hebben ze dit bewust in de edit gelaten.
459415	460617	En dat is goed gedaan.
460637	460857	Vier reten.
462305	464809	Nog een filmpje uit België natuurlijk.
464829	465951	Oh!
465971	469236	Dat is niet handig.
469256	469617	Oh god.
469637	471079	Hoe kom je daar?
471099	472281	Hoe kom je daar vanaf, Renée?
472341	473523	Dit is geen GTA.
473583	474785	Is dit in Antwerpen?
474825	476508	Dit is sowieso Brussel.
476548	481996	Het is natuurlijk de bedoeling nu dat we allemaal het flauw ding gaan zeggen als haha wat zijn die Belgendommen.
482016	484260	Haha wat zijn ze toch stom zin in.
484280	486904	België hebben toch ook altijd een mes in de auto.
486924	487465	Waarom?
487525	489949	Om de weg op te snijden.
492646	494729	Ha, ik snap hem nu!
494769	498074	De weg aan het snijden!
498114	504464	Belgen zijn zo dom hé!
504484	506827	Hoe krijgen ze die 30 uit, vraag ik mij af.
506848	512176	Ik denk dat toch obelix even moet komen.
512196	516562	Maurice, ik denk dat ze het leven niet hem op de rails heeft.
516662	519006	Ha, ik snap hem!
519086	520408	Belgen zijn dom hé!
523088	524731	Echt dom, weet ik.
524751	527235	Of ging het veroegelijk?
527335	530260	Nee, dat was duidelijk express, dit, denk ik.
530360	536290	Absoluut, jongen!
536310	539035	Dankjewel voor dit ongemarkeerde water ook, trouwens.
539055	541419	Heel graag gedaan.
541459	543562	Spa is ook Belgisch.
543583	544785	Frankensjap.
544825	548050	Het is het meest domme water wat jullie kunnen drinken, eigenlijk.
549329	551512	Nee, je bent toch inmiddels wel eens gesetteld?
551552	554035	Ik heb een mooie OnePlus Never Settle trui aan.
554055	556358	Dat is de slogan van OnePlus, lieve mensen.
556378	560663	En OnePlus is misschien wel een van onze meest trouwe sponsors van dumpert reten.
560683	564047	Sowieso een telefoonmerk wat Plus 1 heet, OnePlus.
564067	567351	Ik doe de Dumpert Match is in heaven gemaakt.
567391	572678	En we hebben weer een nieuwe telefoon, de Nord CE3 Lite 5G.
572718	575081	Ja, heb je ook een mooie telefoon, Maurice?
575101	576703	Niet zo mooi als deze!
576683	603518	hij is dumpert groen, lime green, hij heeft een bijna 7 inch megascherm hele dag entertainment, wat de batterij gaat vet mee is die toch leeg heb je de dikke OnePlus adapter met het bekende inmiddels rode kabeltje in een half uurtje is die wel weer opgeladen ik vind het een mooie gsm speakers zijn dik, er zit toch een hele dikke camera op er zit een headphone jack op, ook wel lekker makkelijk en je kunt er een sd kaart indouwen dat klinkt als een hele dure gsm
603498	604320	Dat denk ik ook.
604440	606925	Maar hij is maar 329 euro.
607006	610072	Nu dat ik hem vast heb, kan ik hem niet meer loslaten, jongens.
610092	612037	Ja, en deze mogen we weggeven.
612117	613279	Wil je nou kans maken?
613299	615524	Volg dan het Instagram-account van OnePlus.
615564	619372	En wie weet ben jij deze mooie telefoon.
619393	619633	De versetto.
624254	636289	oh jee, ik weet niet of ik dit wil zien je weet gewoon dat ze gaan vallen, anders staat het niet op dumpert hier gaan we het zien gebeuren, kijk je probeert daar rechts wat plaatsen te winnen en let op de renner van Bahrein, Victorious, die gaat hier proberen de terug op
637315	638476	Nee!
638757	646005	Oh, wat zou hij hier dan schoenen voor me?
646085	651291	Hij had de bunnyhop moeten doen.
651311	658038	Dat was van hier gebeurd.
658098	662243	Oh, nog een valpartij.
666155	670780	O, dit is dezelfde.
671061	672763	Dat is een andere perspectief.
673323	678590	Het lijkt wel alsof de verwondingen heel erg meevallen.
679411	690023	Er liggen er nog twintig te sterven, maar... Je zou toch kniebescherpertjes aandoen als je over de stenen fietst?
692666	693327	Tachtig.
694505	695986	Ik moet de bus nog halen.
696026	697188	Oké.
697208	699069	Maar jouw manager had je ook echt gehoord?
699089	700250	Mijn manager is hier bij Jules Jordens.
700270	703153	Oké, dus die wil ook wel even op de bank.
703173	706476	Die kan ook wel even op de bank zitten en helpen met jullie programma.
706496	707617	Dankjewel voor alles.
707838	707938	Daag.
707958	709899	Daag.
709920	711361	Daag, daag, daag.
711381	711661	Jules.
711681	713403	Jules, wat fijn dat je er bent.
713443	715164	Hebben jullie Maurice net gezien?
715204	716586	We hebben zeker Maurice gezien.
716626	720249	Je bent eigenlijk best wel knap.
720269	723212	Zij de man met de hemelsblauwe ogen tegenaan.
724087	739926	Wilco is parttime gaan werken en hij heeft geen tijd meer.
739986	750499	Hij is nu een parttime prins, deeltijd homo.
750850	751551	Dat was het toch?
751591	753233	Ja, ik kon het niet beter zeggen, dat denk je wel.
753253	755295	Kan Imke niet een keer als gast langskomen?
755315	756576	Shut up about Imke.
756756	759299	Shut up about Imke.
759319	763504	Dumpert reten is ook als mijn seksleven altijd te snel klaar en te lang wachten tot we weer mogen.
763544	765546	Ik heb met je te doen disconnected.
765566	767928	Martijn is een kruising tussen Rolf en Ferry Doelens.
767948	770271	Plus 1 voor een echte reageurde in de studio, zegt.
770331	773875	En de onderbewuste zegt, ook wel een lekker, ook wel lekker en rustig gast.
773935	777458	Jammer dat die rode alleen eens zo druk moet doen.
777478	778039	Nou zeg.
778778	808380	daar lacht ie iets te hard op je kunt wel zien dat je aan het sporten bent er ineens goed bezig nog even en jij bent het lekkertje van de show ja nu alleen nog twee enorme jopen op m'n vork gevel en dan uh oh
811027	814732	Is dit in Duitsland?
814752	817014	Want dan gaat het helemaal fout nu.
817034	817855	Is dit in Vriesland?
817976	824103	Dan gaat het helemaal fout nu.
824123	828789	Ik word zo stigmatiserend dat het dames zijn.
828809	839262	We're the best of friends
840322	842406	Oh, het is gedaan!
842426	844330	Ik had ook wel weer wat uit de auto gekregen.
844350	846554	Ja, ze schrok alsof er een kind in zat of zo.
846574	847837	Er gaan nu zoveel dingen verkeerd.
847857	849199	Eerst rijden ze voorbij.
849220	850422	In die berg moet ik nog rijden.
850442	852205	Ja, het had gewoon hierheen gemoeten.
852225	855612	Dit moet wel in Limburg zijn of zo, vlak bij België.
855632	857356	Want het is heel dom namelijk, drie reten.
857376	859139	België zijn dom!
859179	860642	Vijf reten!
862057	864741	Doe het maar wel weer denken aan mijn eigen tijd in de kas.
864781	867325	Ik heb vroeger in de kas ook wel eens een dag meegedaan aan de ramadan.
867766	868447	Eén dag?
868507	878442	Ik had gewoon geen geld bij om het eten te kopen of... Ik was gewoon mijn eten vergeten.
878502	879764	Je bent echt heel knap.
879804	888217	Jezus, zeker als je zo zijwaarts naar me kijkt.
888237	889920	Oh, de Louis Vuitton-back.
894187	896052	Oh, ze is aan het plassen.
896072	896493	Het ligt.
896513	900943	Ze is aan het plassen.
900983	904672	Ik ken dat als je zo van je machine weggaat, de volgende persoon die komt die wint dan alles.
904692	907339	Dus je wilt niet opstaan.
907379	908702	Dat is wel serieus waar.
910319	912723	casinos, ik ben ook verslaafd, vier reten.
912743	916008	Ben je zo verslaafd dat je zou in je broek plassen op een stoel?
916028	916308	Nee, dat niet.
916328	917029	Dat is wel heel erg.
917049	927265	Ze zit ook op het einde van haar stoel, dus ik heb het gevoel dat ze toch bewust naar voren is geschooven, want als ze met de rug tegen de leuning dan zou ze echt in de plas zelf zitten.
928780	936995	Het zou me ook weer gewoon niet verbazen als er een of andere zieke sugar daddy staat die gewoon haar betaalt heeft om dit te doen.
937035	940081	Voor hoeveel duizend euro zou jij zeiken op de vloer van de casino?
940101	940923	Ik vijfhonderd.
940963	946032	Ik vijftig euro, denk ik.
946052	948156	Gertje Verhul staat daar gewoon achter de camera.
948777	955046	Waarom zou je fucking veel geld, duizenden euro's voor een tas, voor een merk?
955086	956989	Om te laten zien dat ik beter zit dan andere mensen?
957029	960614	Ja, letterlijk vorige week hier twee Prada's zonder brillen aan mij laten zien.
960634	962897	Die heb ik gekregen.
962917	975275	I rest my case, volgend filmpje.
975295	975375	Oef.
976486	983376	nu die playstation terug!
983396	995935	ik heb echt heel veel filmpjes gezien dat er werd getazerd dat ik dacht ah is het niet nodig maar nu denk ik echt van waar is die taser?
995955	1003827	maar die reno megan die heeft zijn playstation gestolen ja een hele slimme auto
1005832	1026642	er komt even de Alex Soss in en dan naar boven als iemand mijn playstation ineens afpakt dan hebben we echt een groot probleem dan kun je ook een hele goede edit maken met zijn voorhoofd dat de bas is van die
1035042	1052919	oh dit heb ik gezien, dit was in het nieuws oh shit, you alright?
1052939	1062248	als je zo op pisten durft te gaan, holy shit
1066143	1067505	Hold on, I'm coming.
1067545	1073735	Onder is de boven.
1073755	1075137	Hey, can you hear me?
1075157	1076098	You can hear me?
1076219	1080425	Als ik zo'n snowboard was, zou ik echt zo'n Apple find my iPhone ding om mezelf hangen.
1080445	1082168	Maar hoe lang zou hij hier liggen?
1082188	1084151	Want hij is helemaal ondergesneeuwd.
1084291	1086094	Is de ondergekleed je toch ook pik of niet?
1086575	1090961	Oh jezus, ja natuurlijk.
1091001	1092083	Belgische opmerking dit.
1104382	1133140	Echt mega fascinerend is En dan je lul erin steek je, fijn reten Je kan nu gewoon een drol op zijn hoofd leggen, weglopen en niemand zal het ooit weten Wat ben jij in het zieke geest?
1133710	1163464	ik ben er een beetje van ondersteboven, net als die skier, drie reten ik vind het jammer dat de video hier al stopt, want ik wil eigenlijk weten hoe die er helemaal uit komt enzo ja, en hoe die bedankt wordt halverwege opgeven, zeg maar sorry, maar het is echt... ik moet nog ergens zijn
1164372	1167716	Ik weet iets leukers.
1167756	1171461	Ik heb iets in, dan mag jij dertig seconden lang op de knopjes drukken.
1171481	1172803	Welke knopje moet ik dan drukken?
1172823	1179571	Ja, wat jij wil.
1179591	1181113	Is dat een soort budget busy?
1181173	1182495	Welke knopje moet ik dan drukken?
1182515	1185619	Ja, wat jij wil.
1185639	1186820	Waar heb ik nou zitten kijken?
1186880	1189063	Ik denk dat ze een OnePlus heeft gekregen.
1190967	1193690	Deze telefoon heeft ook een heel sterke trilfunctie.
1193710	1195372	Ze zegt toch zelf, ja, mag indrukken.
1195392	1196153	30 seconden.
1196213	1201719	En dan na één seconde krijg ze al weer... Je doet het even normaal.
1201739	1204342	Zo'n reactie krijg je echt niet zo heftig hoor.
1204382	1207306	Van... Hoe weet jij dat?
1207326	1208947	Dat weet ik van een vriend.
1208987	1212111	Wat heb je echt gegeten over een jongen?
1212131	1215675	Als ik naar de badkamer ga en ze zeggen, hey...
1219908	1243536	dit is typisch de gasten in mijn dm dan zeggen ze bijvoorbeeld hey je stuurde een foto van je kut ofzo en dan maak je daar een grapje van en dan word ik ernaar uitgeschoor koepens kut toch niet te zien ja
1245254	1247998	Het zijn een heleboel unlikable mensen in deze video.
1248018	1248419	Ja.
1248439	1250161	Oh, ik vond die vrouw met het blauwe jurkje wel leuk hoor.
1250201	1250662	Nee, ik niet.
1250702	1253085	Ik vind al, als je niet mee wilt doen, doe dan niet mee.
1253105	1259775	When I'm trying to go to the bathroom on a 63 and they're like, hey, kan ik zoeken?
1259795	1269830	Drie reten.
1269850	1270070	Ja.
1270090	1270671	Wow.
1274380	1276303	Dat is de reden waarom je een kind neemt.
1276323	1282173	Ja, om het te gebruiken om je verslaving in stand te houden, vier reten.
1282213	1285318	Ik ben zat met tos de kleine, tot zes schoens.
1285378	1287902	Zelfs die hond daarachter denkt van, what the fuck.
1287942	1289585	De baby weet gewoon wat er gaat gebeuren.
1289605	1292369	Ja, kijk, hoppa, atsa.
1292409	1295694	Ik vind het een hartelijk familiemoment, zeven reten.
1295714	1299961	Ja, nu wil ik ook een baby, vijf reten.
1299981	1300422	Ben je nog steeds mee?
1300553	1302695	ik wil nog steeds een baby, maar mijn vriend wil nog een baby.
1302715	1304597	Hebben jullie al baby discussies?
1304637	1306639	Het beknelt hem wel af en toe.
1306659	1307379	Ah ja?
1307459	1307820	Ja.
1308500	1310602	Dit filmpje laten we nemen.
1310622	1311904	Maar hoezo?
1311924	1319591	Ik doe gewoon zoals Rob.
1319611	1324295	Rob Kamps is een hele grote act in Nederland, bekend als Snollebollekes.
1324335	1327098	En die heeft net zijn relatie uitgemaakt.
1327118	1328719	Maar die baby is een half jaar oud.
1328759	1329480	Dijftig?
1331840	1334705	wacht, hij zegt, wij komen nooit meer thuis.
1334725	1344141	Dus we hadden het allemaal al kunnen weten dat hij weg ging gaan.
1344181	1345643	Waarom heb ik dit ooit gedaan?
1349390	1350992	Ik kan me niet meer aanzien.
1351012	1355620	We kunnen toch niks nooit meer over België zeggen, zolang we snollbolletjes hier in de hitlijsten hebben staan.
1358367	1386940	wauw, wauw, wauw, wauw, wauw, wauw, wauw, wauw, wauw, wauw, wauw, wauw, wauw, wauw, wauw, wauw, wauw, wauw, wauw, wauw, wauw, wauw, wauw, wauw, wauw, wauw, wauw, wauw, wauw, wauw, wauw, wauw, wauw, wauw, wauw, wauw, wauw, wauw, wauw, wauw, wauw, wauw, wauw, wauw, wauw, wauw, wauw, wauw, wauw, wauw, wauw, wauw, wauw, wauw, wauw, wauw,
1387983	1413805	my pleasure het lijkt me toch verschrikkelijk om als vrouw ten huwelijk gevraagd te worden bij een sportwedstrijd of zeg de hel dit is niet helemaal de manier ja
1414223	1425459	het draait wel een beetje om hem pijnlijk mannen als er zo twee mannen op je rug zitten en je armen zitten te shoren weet ik uit ervaring vier reten doe je wel eens stoeien met je vriendin?
1425479	1427722	ik vind dat echt leuk stoeien met mijn vriendin?
1427742	1430907	ja en ik wint gewoon van mijn vriend met stoeien met stoeien?
1430927	1434912	ja maar ik heb allemaal van die vuile trucjes geleerd van mijn broers wat doe jij?
1434933	1437396	jij steekt een vinger in je reten echt lekker
1438608	1439851	Ja, maar jij bent ook die jongste toch?
1439871	1441715	Jij werd gewoon in elkaar geslagen door je broertje.
1441735	1444762	Nou, we gingen altijd met z'n vieren op het waterbed van mijn moeder.
1444782	1446044	Als mijn ouders niet thuis waren.
1446064	1446806	Het waterbed?
1446826	1451035	Ja, mijn ouders hadden een waterbed.
1451095	1451637	Dit verklaart alles.
1451657	1457730	Vijf reten.
1458014	1458895	is dit een ene prio grap?
1458915	1474200	het ziet eruit als een ene prio grap hallo, ik ben Ruud van vol glas je kent het wel, je staat op oktoberfest een lekker litertje bier weg te tikken en in één keer bam, sterretje in je glas om te voorkomen dat het sterretje je bier verpest verwijder wij het sterretje en vervangen wij uw glas door een nieuw exemplaar
1475750	1480198	Jaja, de reclames zijn altijd zo ingesproken door mensen met een heel dik dialect.
1480218	1483704	Oh, als het nog een starretje uit uw voet ruikt, komt er daar Carglass.
1483724	1485847	Hallo, ik ben Martin van Carglass.
1485888	1487731	Denkt u dat zo'n sterretje geen kwaad kan?
1487751	1493200	Kijk dan maar eens goed wat er gebeurt als ik de airco aanzet.
1493240	1495364	Hallo, ik ben Martin van Carglass.
1495404	1497167	Denkt u dat zo'n sterretje geen kwaad kan?
1497147	1511440	kijk dan maar eens goed wat er gebeurt als ik de airco aanzet kijk dan maar eens goed wat er gebeurt als ik de airco aanzet dat kan toch niet?
1511460	1518526	dat kan toch niet, vijf reten nu spreekt hij door de achteruit toch?
1518546	1520348	aah, door de duikvee!
1520368	1525112	waarom zou je dit niet gewoon op de grond doen of op een andere plek?
1525750	1536404	een drie kwarts broek dit was toch zo'n plan, of?
1536424	1554087	nee, ik denk het niet dat was weer een soort bunnyhop zoals jullie zagen, deed ik nu net een bonnie nut goeie reclame voor de Bruna
1558437	1570117	maar dit zijn de bekende oorlogen die ze ook hebben bij wassen, ruitenwassers en zo hier wordt de markt gewoon verdeeld toch of niet?
1570137	1582639	het ruzie om de parkeerplek is er bij gezet ik wil mijn playstation er komt de enige politieagent in Voorthuizen
1586045	1599785	dit zijn dus de mensen met een waterbed nou dat die rooier met een body warm is van garglaas een sterretje in je voorhoofd dit was alweer dumpert reten met onze gasten helemaal vanuit belgië gekomen Jules a.k.a.
1599805	1614887	Maurice ik vind Jules mooi ik vind het allebei mooi dankjewel ik blijf vloggen ik ga het zo meteen nog even in Amsterdam in... groeten aan Maurice bedankt voor het kijken dit was dumpert reten tot de volgende keer
