start	end	text
468464	479939	Mijn plezier vrienden, nog meer van Robbel en John de Wolf en Fraser en wie ik het allemaal weet, die hebben we, de Tovenaar van Tatabaja joh, dat was toch geweldig jonge.
480059	482842	Die laatste zin, ik verstand geen leeftijd.
482862	494557	Het is moederdag geweest tuurlijk en iedereen had bloemetjes nodig.
494577	496019	Ho!
496039	496900	Nou zeg!
496920	498302	We zijn begonnen jongens.
500392	523227	dat is scherp, ho ho ho
526193	530859	Limburg, af laten zinken, drie reten Hebben jullie nog iets gedaan voor Moederdag, Savannah?
530879	531820	Ja, zeker.
531840	535124	Ik ben even langs mijn moedertje gegaan, ik had cadeautjes.
535144	536266	Ja, je hebt altijd cadeautjes.
536746	537247	Ja.
537287	538128	Ik had geen cadeautjes.
538368	538769	Echt?
538789	540451	Ja, dat was slecht, hè?
540471	540691	Suckel.
540711	543995	Dat kun je mij ook vragen, dan kan ik je helpen.
544015	547980	Ja, maar ik heb al een vriendin.
548020	548240	Allee.
548280	550403	Weet je dat nog normaal?
550423	551965	Ja, dan word ik toch aankerekend.
558796	564523	Allee, allee nu.
564543	567687	Bro, dat is 500 euro broeken wat je hebt gedaan.
567707	570030	Je gaat de rekening krijgen, dat beloof ik je.
570050	571772	Oh, het zijn nog een oudsvrouw.
571812	575376	Maar ik hoop dat de trein over het andere spoor langs komt.
575396	579241	Ja.
579261	579381	En nu.
579401	584007	Jong, wacht er weer, dat ding man.
584027	584127	Echt?
584147	584247	Echt?
585526	586648	hij komt door!
586668	591614	maar nu heeft ze minder neutraal ze krijgt niet in de vooruit hij komt door!
591634	594218	hij komt dan!
594358	602710	Jermin D, drive!
602730	606014	Jermin D, drive!
606034	606675	Jermin D, drive!
606695	607015	Jermin D, drive!
607035	607696	Jermin D, drive!
607716	610420	Jermin D, drive!
610540	611642	Jermin D, drive!
611662	612563	Jermin D, drive!
613522	621631	maar ben je helemaal gek geworden of zo?
621651	630021	oh nee, ik zeg toch geen toegang ik zeg toch geen toegang kom hier ik heb nog gezegd, kom door, wat doe je toch?
630041	630641	ik sta buiten wat doe je toch?
630661	640272	ja, ja ik zeg toch geen toegang, wacht, wacht, wacht, wacht, wacht, wacht, wacht, wacht, wacht, wacht, wacht, wacht, wacht, wacht, wacht, wacht, wacht, wacht, wacht, wacht, wacht, wacht, wacht, wacht, wacht, wacht, wacht, wacht, wacht, wacht, wacht, wacht, wacht, wacht, wacht, wacht, wacht, wacht, wacht, wacht, wacht, wacht, wacht, wacht, wacht, wacht, wacht, wacht, wacht, wacht, wacht, wacht, wacht, wacht
641146	666360	alleen maar voor de meertje of bieter mevrouw ga liggen ga liggen, ga liggen het is wel een beetje raar om nu nog tegen hem te zeggen ga liggen, ga liggen twee reten nou mensen raken in paniek en dan denk ik ook ik word niet tegen zo'n oude vrouw kut tekeer iedereen maakt fouten ja, maar ja iedereen kan fouten maken ik ben blij dat ze overleefden en dat wel, het is goed afgelopen vijf reten dat we veel anders af kunnen lopen absoluut
666340	668987	Gina, ik ga regelen naar musicals.
669007	670712	Gaan we de volgende keer samen?
670732	676528	Ik vind het een soort vreemdgaan bijna, dat iemand Sylvana en zijn username heeft en dan aan Gina vraagt om een date.
676548	677310	Oh, dat ga je gewoon.
677330	678995	Ja René, wat ben je toch een zure lul.
679015	680499	Mooi man, ga zo door.
680519	682003	Nou Jan, vind je mij een zure lul?
682844	683805	Ja.
683946	684747	Ga zo door!
684827	686649	Ga zo door!
686669	687631	Eerlijk toch?
687691	690795	Sinds het nieuwe format werd geïntroduceerd, kijk ik geen dumpert reten meer.
690855	692818	Nu ga ik puur voor Toby kijken.
692838	694500	Toppertje, die makelaar.
694520	696103	Dit is helemaal geen nieuw format!
696123	699648	Natte ginger vinger zegt, tip voor het scheren van je ballen, gebruik koud water.
699668	702692	Dan worden je ballen hard en is het een stuk fijner scheren als dan dat...
702672	704354	je van die hangballen hebt.
704394	705555	Nou, ben ik het niet mee eens.
705575	706896	Je kan beter warm water doen.
706916	710540	Dit wordt het allemaal een beetje zacht en anders krijg je van die scheerbultjes en zo.
710560	712222	Wat een leuk feitje over jouw ballen, Renée.
712242	714424	De Zweden hebben een woord voor als je zakgroter is dan je penis.
714444	715545	Dat heet pleb.
715565	717687	Oh, jullie hebben het weer over interessante onderwerpen gehad.
718088	719629	Wat een heerlijke noel is die Tobias.
719669	721871	Voor mij mag die vaker komen, zegt Piet Politiek.
722092	722612	Ja, vijf levens Tobie.
722672	724714	Ik hoop dat die vaker wil komen.
724734	726997	Ben ik gek of is Jaina hard op zoek naar een vriend?
727017	728498	Kunnen we geen dumper daten voor haar?
728518	730300	Organiseren, zegt Boerenkool, is lekker.
730280	731442	Dat is eigenlijk wel een goed idee.
731502	732403	Laten we dat gewoon doen.
732423	736428	Dus jij bent nou de enige die Tobias een vervelende zeiknicht vindt?
736468	737269	Ja.
737289	741315	Ja, ik droom helaas dat Renée tijdens dumpertreten opeens zijn snik op de voorschijn trok.
741335	743318	En dat was me toch al lantaar en paal.
743378	748444	Echt een monumentale kretskolom, waar Jonas nog een puntje aan zou kunnen zuigen.
748625	755794	Renée, ik hoop dat je goed doet om te weten dat er ook mensen zijn die over jouw ontblote genitalie dromen, hoe onvrijwillig ook.
755995	756836	Is toch bizar dit, of niet?
756856	758498	Meeste dromen zijn bedrog.
758478	767811	Bliksempiebe 3000 zegt Gert Verdemme, kunnen we een keer kappen met die vieze uitknijpfilmpjes?
770595	781330	We hebben hem stil gekregen mensen!
789595	795721	zit op z'n telefoon ook maar eens het is wel vies dit lied Jan, wat vind je hier nou van?
795741	807872	wat vind je hier nou van, joh?
807892	809073	is dat vet hè?
809113	814278	go Aiki, go Aiki!
814298	814779	dat was nu gewoon recht!
814799	816660	go Aiki, daar staat, daar staat, daar staat, daar staat, daar staat Aiki!
816680	818522	die blauwe hoppen, die krijg je niet meer terug hè?
821000	847817	nee, nee, de andere kant op nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee,
848506	872961	zo'n hemd is vaak wel een rode vlag nog zo'n hemd
874662	877526	Zijn we dezelfde tactiek die ik in Call of Duty heb?
877546	881132	Dat je gewoon dezelfde outfit aandoet zodat de vijand niet weet wie wie is.
881152	881733	Dat is slim ja.
881753	884137	Ja, dus de politie heeft nu ook geen man met een hemd.
884157	884657	Ja, wie dan?
884818	893131	Er zijn er drie.
893171	895053	Mag ik nou eerlijk zeggen, ik vind hier niks aan.
895114	896776	De politie doet zijn deur dicht.
896816	897678	Die wil een vaals doen.
897758	901243	Een man komt met een kameradje aan, doet vluchten de deur open, hij loopt hard weg.
902135	906762	En ze komen hem, en ze komen hem dadelijk gewoon weer op.
906782	907683	Oh, hè.
907703	909245	Maar waarom staat dit nou ook weer in de min?
909265	912550	We hadden gisteren ook een discussie over, het is toch gewoon een goed filmpje?
912570	916416	Je moet niet de hele tijd je eigen moraal en zo de boven toon afvoeren.
916436	917217	Het is gewoon een goed filmpje.
917237	921924	Ik vind het ook wel lekker dat af en toe, waar mensen links gaan, gaan hij even rechts.
921944	923066	Wat hadden de kijkers dan gewild?
923086	924628	Dat hij bleef zitten, gewoon heel keurig.
924648	926290	Dan was het niet eens een filmpje geweest.
926370	928193	Het is weer even verfrissend, toch?
928173	929935	Dus, vier reten?
929955	930897	Ja, vind ik ook wel hoor.
930917	931457	Ben ik het wel mee uit.
931478	935703	En hij wordt heus nog wel opgepakt, want het is Eureke, iedereen kent elkaar.
935783	938567	Nou laat nou eens iets zien jongen, dat ik denk van, dit is te raar.
938587	939208	Waar hou je je van?
939228	942653	Wat voor films vind je leuk?
942673	947940	Humor.
947960	948080	Humor.
948100	952486	Ik zie er, dit is toch lachen, wilde stoer doen, portant het vermolen.
952506	954128	Nou, dat gaat er dan.
954149	955931	Keileuk, draad je weer eens een eigen mei.
955971	956712	Nog een keer.
959392	962895	Oh, dude.
962915	975266	Fucking hell.
975446	976727	Sorry.
976968	979430	Hey, Jan, welke kleur zou die ondergrond zijn?
979450	980431	Kijk, dat vind ik dan leuk.
980451	982072	Sommige mensen leren het nooit.
982092	983073	Dat vind ik leuk.
983113	986436	Dit doen we eigenhand.
986456	988858	Hij vond de zijkant van zijn gezicht.
991032	993635	Ja, ik vind het maar leuk.
993655	994756	Kijk, dit vind ik hier.
994776	996138	Doet Alino eigenlijk ook mee.
996158	997319	Dit is Lager.
997339	999462	Gefilm het nog zelf, of nog?
999502	1008112	Goed omkunde, Sam.
1008432	1009874	Vijf reten.
1010154	1020246	Een politieagent met roze haar.
1022673	1026247	en gaat naar de achterkant van zijn eigen auto.
1026267	1028636	Naar de achterkant van onze auto.
1028796	1030523	Ik ga zeggen dat het niet klinkt.
1035616	1064256	denk dat het ook vijf weken kreeg van jou die kreeg er wel vijf van hem goed te kijken misschien dacht hij geweldig ja datzelfde kunnen niet en in een ding met mensen met wie nou een mens die kreeg toen zo'n hoed zo'n ding zo'n blauwe apparaat in zijn hand en die dochter draag kwart hij zat goed op en te praten ja die is echt
1071813	1076599	Zelfs die agenten, jongen!
1076619	1078181	Dat is de agent zitten!
1078382	1079223	Gisteren!
1079243	1082487	Oh, grijp, dat mannenkie, wat leuk, joh!
1082507	1083468	Dit is ook gewoon geweldig.
1083488	1087253	Dit is humor, dit is schoud, dit, dat blijft.
1087273	1090798	Nee, drinken en rijden, dat is wel een slecht idee, lieve kinders.
1090818	1092320	Nul reten voor drinken en rijden.
1092340	1099069	Ja, ben ik het wel bij eens.
1099089	1099570	Are you blind?
1099590	1101432	You pulled out in a roundabout and I'm coming down!
1102846	1130693	Oké, die man, die motorrijder, die ik werd boos op die autorijder dus die ging even af als een motorafstappen om met mij even te corrigeren toen dacht ik fuck it, ik rij gewoon je motor uit
1131078	1145357	ik kan begrijpen wat ik verstond, maar ook niet met die allemaal zin, ik denk wat ben ik allemaal aan het doen jongen, als ik het even in de wagen doe
1146974	1148356	Ja, heel vet.
1148376	1149658	Mijn vader heeft ook deze auto.
1149678	1152402	Dat is toch iets met mannen die op leeftijd komen.
1152422	1154285	Ze hebben best goeie auto's.
1154305	1156669	Die willen zo een hoog zitten, weet je wel.
1156689	1157851	Lekker breed, veel ruimte.
1157911	1159653	En fietsjes erachter in ook nog.
1159673	1160234	Ja, fietsen erin.
1160254	1161556	En dan gewoon naar de interatuur.
1161576	1162137	Ja, fietstje zeker.
1162498	1163259	Ja, fietstje.
1163279	1166063	Help me!
1167410	1174944	I wish you would help me, Carlos, I wish you would help me, Simon, you're stupid.
1176086	1182257	Wat is hier, wat gebeurt hier?
1182277	1184421	You look stupid and confused the entire time I'm here and it's cool.
1184441	1187206	I'm American and I don't understand a single word that it says.
1187226	1188388	Oh jongens.
1189077	1208892	Sorry, sorry, son of a bitch Don't stick your dick in crazy, guys I hate you for doing this to me This is my first flight Yeah, ik snap hem Ik zou ook gewoon keihard weg gaan
1209260	1224855	run for your life wat ben ik blij met mijn hond hier doet hij echt zijn best nog zie je armpje er omheen proberen gerust te stellen dit is gewoon girl meets world toch gewoon zo'n meid die nog nooit haar eigen dorp uit is geweest
1224835	1240566	en nu dan gewoon enige weerstand tegenkomt en het gelijk niet kan hebben het maakt mij niet uit of het nou haar vriend is of wie het ook al is het haar buurman of is het haar broer weet ik veel ik vind gewoon dat je een beetje respect voor elkaar moet hebben en niemand verdient het om zonder reden helemaal kapotgemaakt misschien niet heel goed
1240546	1244573	Ik schrok op vakantie, dat moet een leuke tijd zijn.
1244593	1246176	Dat wilde zo al beginnen.
1246196	1247298	Ik ook naar Surabia.
1247318	1248420	Ja, ik ook nul reten.
1248440	1251204	Bij mij is het juist andersom, dus mijn vriendin heeft de touwtjes in handen.
1251224	1255271	En ik zou daar zo huilend bij die balies staan.
1255291	1256533	Ja, dat is wel echt raar, ja.
1256554	1259258	Bedankt, Stefana.
1259278	1263485	Valt er maar een flesje, joh.
1263505	1264427	En we gaan maar nou kijken.
1274313	1278719	Oh nee!
1278959	1279520	Gekkie!
1279540	1280682	Wat is dat het?
1280702	1282004	Maar waar is die hand nu dan?
1282304	1284106	Nou zie ik hem, zie je?
1284207	1284887	En die klapt, ja.
1284908	1285168	Echt?
1285208	1286890	En die telefoon dan?
1286930	1289193	Maar het lijkt gewoon echt wel haast photoshop hé.
1289213	1290435	Maar dat leek me heel zeer doen.
1290555	1291477	Ja, dat lijkt me heel prettig nee.
1291497	1291977	Nou, dat denk je ook.
1291997	1297545	Niet echt handig.
1297565	1300549	Eén zo'n babykug op de achtergrond, die doet me al genoeg van.
1300569	1301350	Geen kinderen.
1301650	1322764	nou, ik denk dat ik Mario en Luigi heb gekregen
1332751	1343030	Oh, oh, oh, oh, slaat ze hem nou, nou zeg.
1343090	1349883	En dan gewoon meegaan.
1349903	1355012	Dit doet me denken aan die vliegtuigen in Afghanistan.
1358063	1377996	ik vind het wel echt, ja ik vind het vier, want witte verrum, hij doet iets wat verkeerd is en die wordt zelf in de zijkant gelijk, ik durf dus een dikke vier te geven, want dit vind ik gewoon als je nou naar huis moet en je moet zo naar je moeder toe, dan ben je niet blij hè en wat zei zijn moeder?
1377976	1381322	dikke billen, vijf reten.
1381342	1386771	Nou, één grote hangende bill.
1386951	1387151	Ja.
1387172	1390397	Eén hangende bill.
1391058	1393863	Jouw ouders wonen in Zuid-Spanje, Steven.
1393883	1394203	Ja.
1394243	1395345	Maakst zij zich ook zorgen?
1395526	1396427	Wat zeg je?
1396447	1397870	Of zij zich zorgen maken?
1398170	1398871	Ik hoor je niet.
1398891	1399933	Omdat je ouders...
1399913	1421207	Wacht even, wacht even, er zitten goochelballetjes.
1421668	1427457	Jeejjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjj
1427538	1430643	Ah, nog even, nog even, er zitten goochelballetjes.
1430663	1430843	Jeetje.
1430863	1434088	Je kunt meestal zien dat er in de Franske zand is, hè.
1434108	1436071	Ja, maar het is echt een schatje, dus echt.
1436111	1441920	Maar ik ga misschien binnenkort ook bij Jinek zitten, dus ik wil daar ook zo'n grapje doen, maar ik denk dat het flauw is als je twee keer doet.
1441940	1443042	Waarom ga je bij Jinek zitten?
1443062	1445185	Ik hoop dat we meeloopt met de ambulance.
1445265	1449531	En ik zwem me 500 meter mee met Maarten van der Weijden.
1449552	1451014	In Friesland, die helft steden toch.
1451054	1451915	500 meter?
1451935	1452516	Ja.
1453593	1457517	nou, fuck you het gaat om het idee toch?
1457537	1481964	ja, ik weet het nu alweer toevind sorry, ik ben zeker net in jouw lood winnen ouwe lieve meisje vroeg ja, ons moeder ze nog ze doet dat nou niet maar ik deed het toch ja, ik weet het ze zeet wat, wat zou ik doen?
1481984	1482825	waar is het z'n vlug om iets fout te doen?
1482845	1482925	hey!
1498143	1519645	en zelfs weken, hoor iets daar te doen
