start	end	text
553525	564160	Het is wanneer ze in een ragdool gaan.
564180	569247	Ik denk dat onze editoren iets heel grappigs kunnen doen met de geluidsedities om wat meer te voeren.
569267	570088	Ik geef je de hint.
571621	578752	Kindermishandeling stopt nooit vanzelf.
578793	586405	Veilig thuis, daar maak je toch sterk voor.
586445	588809	Terrible idea, terrible idea.
588829	594578	My goodness.
594598	596481	So, you should...
598047	600610	als je het uitblijft, toch?
600630	610501	Je blijdt het uit, je blijdt het uit, het is omdat hij een beetje ging... Kijk!
610521	613704	Maar dit is geweldig, ze stopten te vroeg het filmen.
613724	614525	Ik wil zien hoe het eindt.
614545	620632	Ik denk dat als je vrienden op vlucht is, dan heb je een moraal oplichting om niet te blijven filmen.
620652	622975	Ja, en doe dat niet.
622995	623956	Blijf het filmen.
623976	625057	En zet het naar dumperten.
625177	627700	Ik zal zeggen, hij heeft een goede chin, ik ben vervelend.
630093	639867	Goedemiddag, dames en heren.
639927	647918	Wat een massale opkomst.
649120	649300	Geweldig.
650984	657032	So I posted about this obviously on our website and I actually had like 30 or 40 people showing up.
657072	658494	So that was great.
658614	666926	And then hooligans of the The Hague Football Club tried to join our protest.
666986	668528	Zijn jullie de neo-Naties?
668548	670751	Nu staan ze, zoals jullie zien, daar.
670831	675017	En we worden nu dus beschermd door de politie tegen hooligans van Adeldaag.
675077	675938	Top!
675958	678021	Dames en heren, we beginnen straks aan de sit-in.
678490	682497	oh kijk eens wat is dat?
682517	700127	dat is zoals de originele mullet van mullets wauw is dit echt?
700187	702912	in holland zou de barlady worden vervangen
705997	726385	hij ziet irisch uit, hij is een beetje ginger geen manier, het kan niet zijn, het is gewoon limineertje ah, nee, het burnt
729470	730514	Wauw, en de maat!
730635	731277	Hij ging erin!
731317	733828	We zijn allemaal vreemd van je, kleine man.
733848	735555	Vijf, meteen vijf reten.
735575	736800	Ja.
736820	737161	Er is geen doubt.
737181	737322	Ja.
737342	737623	Kijk naar hem.
741248	745492	Kijk hoe gelukkig hij is, dat is alles wat we nodig hebben.
745512	746212	Gewoon een klein kus.
746233	747334	Omdat hij van de alcohol kwam.
747354	749956	Toen hij weg was van de shot, was hij zo van, oh, en dan kus.
749976	752458	En hij was zo, vergeet dat niet.
752478	767031	Wat was dat?
767071	768893	Ze zegt het drie keer.
768873	781230	What the fuck was coming out?
781250	782512	Women never listen.
782592	797192	She really screamed it in her ear four times and she did not process that information at all.
799028	815354	Oh boy, oh boy, oh boy Is dit zoals de nieuwe Salt Bay?
815374	819501	Oh wauw, dit voelt als chemische klas voor Chris
823970	849640	oh ze brengt een vriend in oh oh mijn god ik ben sorry ik ben niet in de de fake de plastic hoe weet je het Patrick Star we moeten praten je hebt helemaal niet geholpen met juniër ik heb deze duiper gegeven oh dat is niet zo veel dus
867322	891928	oh de hand op de achterkant van haar hoofd, maar het is erg enthousiast, maar het is niet erg, weet je, talent of zoiets, het is niet zoals ik zou willen zien dat je dit doet, zoals in een chat, ik zeg niet dat ik het zou willen zien, ik denk dat dat veel meer schilder is dan je, wauw, ik denk dat ze het gaat doen,
892448	899671	Oh, is dat hun moeder?
900112	900634	Nee.
900734	905108	Dat was geweldig, dat was een kleine twist.
907619	908962	Wat is een kwarktasse?
909082	913572	Ik weet zeker dat je het kwarktasse niet kunt translateren.
913592	914354	Ik weet het niet.
914374	918363	Het is Duits voor boepjes, maar het is meer als internet voor boepjes.
918383	918804	Oké.
918824	923755	Dus kwarktasse is een yoghurt, maar dat is niet yoghurt, maar de andere.
923735	952240	kwark kwark kwark kwark kwark kwark kwark kwark kwark kwark kwark kwark kwark kwark kwark kwark kwark kwark kwark kwark kwark kwark kwark kwark kwark kwark kwark kwark kwark kwark kwark kwark kwark kwark kwark kwark kwark kwark kwark kwark kwark kwark kwark kwark kwark kwark kwark kwark kwark kwark kwark kwark kwark kwark kwark kwark kwark kwark kwark kwark kwark kwark kwark kwark kwark kwark kwark kwark kwark kwark kwark kwark kwark kwark kwark kwark kwark kwark kwark kwark kwark kwark kwark kwark kwark kwark kwark kwark kwark kwark kwark kwark kwark kwark kwark kwark kwark kwark kwark kwark kwark kwark kwark kwark kwark kwark kwark kwark kwark kwark kwark kwark
953317	978008	Goed verhaal Ik denk niet dat ze dit wil
983540	988622	oh dit maakt me... oh wauw je kunt geen zwarte face doen, het is 2025
997310	1000935	Oh, en ze dringt gewoon, we willen een winnaar.
1000995	1002577	We willen een winnaar.
1002597	1008205	De ironie van een Duitse persoon die zegt dat je geen zwarte face kunt maken als je zwarte pieter hebt.
1008225	1009928	Ja, we hebben dat nog steeds.
1009948	1012031	Jullie hebben dat nog steeds, ja.
1012051	1015636	Ik drink drie biertjes in de tijd dat Willy één shotje drinkt.
1015656	1017298	Ik heb een half glas voorsprong.
1017318	1019902	En als ik dat glas leeg heb, dan pak ik een flesje.
1019922	1022585	En op het moment dat ik het flesje pak, dan mag Willy beginnen met haar shotje.
1022625	1025770	Hij drinkt één, dan de andere, dan de andere.
1025790	1026591	Hij drinkt.
1026740	1027621	dat is een nieuwe woord.
1027641	1030926	Hij gaat drie drinken, drink.
1030946	1031006	Ja.
1031066	1048471	En niet aan elkaar schlazen komen, dat is de deel.
1048491	1048571	Nou.
1048591	1048731	My god.
1049234	1068913	wauw ze lachen echt, weet je, ik was volledig gekregen voor de laatste half uur en nu is hij weg dat is jesus christ het is een klassieke klassieke barbet ik heb het nooit gezien wil je het beste barbet weten kun je altijd winnen als je dit doet
1069636	1075543	Je hebt een... Je hebt een pijn glas nodig en je vraagt iemand, wat is een groter afstand?
1075563	1078146	Van hier naar hier of hier naar hier?
1078246	1080950	En ze zullen zeggen, van hier naar hier.
1081010	1082612	En dan kun je dit zo hoog opstaan als je wilt.
1082632	1084494	Je kunt het hier zetten.
1084514	1086196	Je zult zeggen, wat is hoger?
1086256	1087157	Hier naar hier of hier naar hier?
1087197	1089139	En ze zullen zeggen, van hier naar daar.
1089159	1090581	Maar dat is verder dan dat naar daar.
1092400	1097447	physics ik had een drie voor mathematics een drie?
1097527	1099971	ja en uit van?
1100011	1104257	10 drie uit van tien voor maths zijn we klaar met de schots?
1104277	1107441	klaar met de schots ja oké vijf hoeveel?
1108082	1112728	elke schotvideo vijf schotvideo is altijd vijf oe engeland?
1112989	1118897	oe cheese rolling yeah dit is geweldig oh my god
1121054	1135141	They roll the cheese down a hill and then they all run after it and people get so severely injured and it's like just one of those things when America's like, oh, America's the best, I'm like, you don't have free healthcare over there and they're like, oh yeah, is free healthcare so great?
1135162	1141594	This is why free healthcare is great, because people just do this, they're like, doesn't matter, if I break my spine, they pay for the wheelchair.
1145287	1147693	So what do you win when you get to the cheese?
1147773	1150260	If you get the cheese, you win the cheese.
1150300	1152766	And that cheese is worth like £200.
1152867	1157278	But it's about you get like compliments and all the attention of all the girls all the nights.
1157298	1161068	Oh yeah, people who will suck your dick and then you give them your cheese.
1165992	1168917	Dit is een van die dingen waarom de video's geweldig zijn.
1168997	1170099	Het is zo goed.
1170119	1172222	Ik denk dat we niet begrijpen hoe steep dat hiel is.
1172242	1173765	Het is erg steep.
1173825	1174486	Wow.
1174526	1179214	Sommige van deze mensen rollen er voorzichtig op omdat ze een professionele cheese racer zijn.
1179234	1181838	En ze ontdekken dat het snel... Rijden naar beneden is niet de beste manier.
1181858	1182980	Ik bedoel, je kunt niet naar beneden rennen.
1183000	1184543	Dat is waarom je het een rol noemt.
1184563	1185805	Of is het omdat het cheese rolt?
1185845	1186726	Het cheese rolt.
1186826	1187928	Het cheese rolt.
1187948	1190312	Maar ze rollen omdat ze weten dat het de snelste manier is.
1190292	1206529	the cheese gives a lighting example actually yeah of how to you have to think like to catch the cheese you have to become the cheese all right well great i love this uh this culture it's like the the was that a cheese pun you said this culture
1206728	1235065	nee nee nee mijn Engels is niet zo goed ontwikkeld, sorry dat is echt goed ik begrijp het niet, maar ik vind het leuk dat hij het leuk vindt want om yoghurt en cheese te maken moet je melk mixen met bacteriële cultuur dat is waar, dat is waar en we noemen het Stremsel in Nederland dus het werkt niet in Duits, maar het werkt goed, het maakte me blij ik heb ooit cheese gemaakt dat was een mooie dag oké oké
1236462	1264782	cheese, cheese, cheese, cheese, cheese, cheese, cheese Stinkscheetje, dat is de naam van de man die commenten en dat betekent Smelly Fart, zegt René, ik heb vorige week René op een terras in Antwerpen gesproken.
1267478	1271706	er gaat mijn deur, ik begrijp niet wat ze zeggen.
1271746	1273750	Maar je hebt deze persoon ontmoet?
1273790	1277738	Hebben ze echt stankige pubs?
1277818	1284812	Er was één pub waar we in waren en het was echt, echt raar.
1292639	1294924	Prins Reinier van Monaco.
1294964	1296007	Oh, wauw.
1296047	1296949	Right.
1297029	1298653	Thanks for the links.
1298974	1300898	Quite the upgrade.
1300979	1303324	I feel fucked without Vaseline.
1309058	1320022	Ik ben in een paar weken gebouwd en mijn vrouw wil niet de startdans doen, want ze kan niet echt dansen en ik ook.
1320042	1321345	En ze denkt dat het ongemakkelijk is.
1321385	1323871	En waarom zou je op je eigen wedstrijd iets ongemakkelijk doen?
1323911	1325835	Dat is perfect waarom.
1325815	1332482	dus ik kwam met een alternatief en ik besloot de Rick Ashley dans te doen.
1332502	1332902	Dat is geweldig.
1332922	1333583	Zullen jullie het doen?
1333663	1334264	Ik kan.
1334404	1335825	Ik kan.
1335845	1337227	Ik denk dat je het zou moeten doen.
1337247	1338488	Hoi René, zes van Christina.
1338528	1344234	Wat ik wil weten is of je twintbrother nog single is.
1344254	1347617	Misschien kunnen we tweeën met jouw broer en mijn Christina.
1347637	1351401	Nee, hij is ook gezond, gelukkig gezond voor jaren, twee kinderen.
1352157	1353880	Nee, identieke twijfels?
1353900	1358807	Nee, nee, we zijn eigenlijk wat van een medische wonder.
1361091	1362754	Hij is zwart.
1362774	1362934	Sommige.
1362954	1366440	Ik wist niet in liefde en liefde tot ik je zag.
1366520	1369544	Zit op mijn gezicht en ga ik naar je hart.
1369564	1371688	Wat is je naam?
1371708	1371848	Freddy.
1371928	1374232	Freddy, ik denk dat ik je liefde.
1374352	1374893	Ik liefde je ook.
1374913	1376756	Een belangrijke vraag, toch?
1376816	1377557	Ashley Cole.
1378702	1380968	Goena of Chelsea.
1380988	1383455	Oh, fucking, oh, dirty gunners.
1383495	1388068	Goenas, Noorlanden.
1388088	1389813	Chelsea.
1389833	1392019	Because he's a fucking muppet.
1392286	1396931	Casheley Cole is een dertig, dertig kleine sneker.
1396951	1399134	Dertig sneker.
1399174	1400675	Ga uit hier Casheley.
1400956	1404159	Ga uit hier, jij bent geen goener meneer.
1404179	1404660	Je bent geen goener.
1404680	1405000	Ga uit hier.
1405020	1421078	Ik denk dat ik mijn buikjes om mijn buikjes om mijn buikjes om mijn buikjes om mijn buikjes om mijn buikjes om mijn buikjes om mijn buikjes om mijn buikjes om mijn buikjes om mijn buikjes om mijn buikjes om mijn buikjes om mijn buikjes om mijn buikjes om mijn buikjes om mijn buikjes om mijn buikjes om mijn buikjes om mijn buikjes om mijn buikjes om mijn buikjes om mijn buikjes om mijn buikjes om mijn buikjes om mijn buikjes om mijn buikjes om mijn buikjes om mijn buikjes om mijn buikjes om mijn buikjes om mijn buikjes om mijn buikjes om mijn bu
1421058	1426846	Hij zei zit op m'n gezicht en ik ga mijn weg naar jouw hart eten.
1426866	1428948	En dat was, want ze probeert hem uit te pakken, toch?
1428968	1432473	Ze probeert te denken, wat zeggen weerde mannen wanneer ik ze vertel dat ik ze liefhebben?
1432493	1433995	Kijk naar deze wanker.
1434015	1439883	En ik vind het framen van dit ook, want kijk, de Arsenal logo in de achtergrond, we kunnen gewoon de ars zien.
1439903	1443567	Perfect, ze is, kijk, ik begint rond te komen op een verticale video.
1443587	1444969	Dit is perfect geframed.
1444989	1447172	Dirty snake.
1447192	1450997	We zien haar buik niet, maar we weten gewoon dat het perfect is.
1450977	1478689	vijf, vijf reten, ik heb mijn eigen spraakvraam eigenlijk en het heet, het gaat zo, het gaat zo, dikke billen, vijf reten en het betekent een grote buis, vijf reten ja, alvorens vijf ja, ik denk dat dit de hele video is vijfhonderd reten en ze had een mooie balieage, haar haar was goed gezien ja
1481690	1484554	Dankjewel, ik had een geweldige tijd.
1484655	1488821	En we gaan nu Chris freestyle rap zien.
1488841	1491105	Doen we moeten praten over wat de rap eruit moet zijn?
1491125	1493528	Wat zou je willen om in de rap te gaan?
1493588	1499798	Ik zou het leuken als je er een beetje dikke billen, vijf reten in zou kunnen krijgen.
1499838	1499958	Oké.
1499978	1500880	Omdat het mijn catchphrase is.
1500900	1502382	Dikke billen, vijf reten.
1502362	1503164	Right.
1503204	1505769	En dan misschien, wat hebben we gezien?
1505829	1508715	Shotjes, je weet, schotsen, met schotsen.
1508755	1512783	En misschien moeten we denken over onze publiek, dus... Lonely Virgins.
1512843	1515608	Lonely Virgins, misschien Cheese Rolling.
1515748	1518614	Cheese Rolling en je lonely, lonely virgin publiek.
1518714	1520057	Dat is goed.
1520197	1520618	Geweldig.
1520638	1523564	Oké, gewoon een gangster zijn zoals dit.
1523584	1523644	Ja.
1525160	1541363	watch videos we see some edit with the joke hit the green button i got renee sitting on the couch slouching with his posture when it comes to online dumper he's the boster he's like of course see it later
1541343	1567080	I speak the Dutch so I messed it up a bit I know people at home, they're tugging on their dick Like I've got an urgent, I'm a lonely virgin In my attic, never see the sunlight, never emerging Getting my dick sucked like a fish upon a fist Lots of shots, that lady she missed Coming out the nose, ladies suck it like a BJ But don't worry, you'll be making wifey someday Or still, you'll be a virgin till you die Angry British man getting drunk outside the plane
1567060	1595751	dat is his aim, he was throwing tantrum like a toddler getting upset, doing a wobbler it's so nice to be here with the big D I got my nice caramel on the latte so there we go, that's the rap for the dumper get the bass thumped up, who would have thunked her British guy spitting, there we go, drop it like it's hot or a British person getting angry when they pop the shots awesome, Chris Sterner see you next week everybody, bye!
1596372	1597338	in de wapen
