start	end	text
276769	277590	Dat is echt heel dom.
277650	283037	Ja, maar dat dit dan, zeg maar, de uitkomst is, vind ik ook wel heel extreem.
283157	285019	De superdom vijf reten.
285039	289525	Ja, dat is eigenlijk gewoon de samenvatting van een schede.
295259	323207	oké, een feestje, nou gezellig oh, we staan op een gemeenteauto kijk hoe de lampjes allemaal aan het filmen allemaal naar een dumpertje sturen jongens ja maar je komt hier ook nooit meer uit hierna klapt de MW eroverheen
332097	339931	optieven, wij zijn van de M.E.
339951	341834	Kijk, daar komen ze daar van achteruit, zie je?
341854	342315	Oh, wat komt daar?
342355	343217	Wat gebeurt daar?
343237	343758	De M.E.
343818	344499	Nee joh!
344519	348907	Ja, tuurlijk!
348927	350490	What the fuck joh!
350510	351492	Nee!
351572	353776	Oh, wat een paniek!
353816	355118	Dit is nauwelijks paniek.
361342	365509	Drie reten, want dit is eigenlijk vandalisme.
365569	372380	Als dit hooligans waren geweest van Ajax, dan hadden ze al binnen tien seconden met twintig paarden eroverheen gedenderd.
372420	373983	Dit is echt een softe aanpak.
374003	380534	En Ajax is een voetbalclub in Rotterdam.
380574	383318	Nee, nee, Amsterdam.
383338	386303	Jij volg geen voetbal of zit je mij nou in de maling te nemen, Sjors?
394973	396756	Vijf reten voor de politie.
396776	398399	Hoe keurig ze dit weer hebben aangepakt.
398419	400021	Ja, gewoon door alleen maar er te zijn.
400142	401163	Gewoon rustig erheen.
401203	401965	Niks aan de hand.
401985	402446	Er is niemand geslagen.
402466	403127	Het heeft wel even geduurd.
403147	405511	Het heeft wel even geduurd voordat ze er waren.
405531	406653	Het was weer een groot succes.
406673	413464	Oh, dit is van dichtbij.
413484	414085	Oh zo.
414125	415868	Kijk, die ambtenaren, daar is het, joh.
420860	423963	Maar die noemen zich ambtenaren, die met dat rood.
423983	426386	Ja, dat is een auto van de gemeente, zie je, met die XXX.
426406	429729	Hebben ze die achterklep ook opengedaan, of lijkt dat maar zo?
429789	432212	Ja, de achterklep, die is ook leeggeroofd.
432252	433473	Dat meen je niet.
433493	437897	Ze hebben allemaal RBO-dozen en dat soort dingen, flesjes water gestolen.
437957	439379	Wat erg.
439759	443443	Bij ons in Limburg zijn dit dierenambulances.
443463	443543	Oké.
443563	445806	Dus vandaar.
445886	446746	Die zijn wit dan?
446766	447527	Precies.
447587	448268	Vet.
449007	454516	Nee, dierenambulance, ze met die kleuren.
454576	459724	Nee, die auto met die kleuren, omdat hij zei dat zijn allemaal ambtenaren.
459925	461888	Maar we zien allemaal donkere mensen.
462228	464853	Nee, maar dat is hetzelfde nog bij ons.
465634	471664	Nee, in Limburg heb je ook donkere mensen, maar die komen dan uit de kolenmijnen.
471684	474648	Nee, dat zijn die weer van heel vroeger.
474668	475049	Ja, precies.
475069	476331	Maar goed.
486419	489844	Ik vind het wel, ik ben het er niet mee eens, het is niet goed.
489884	494031	Ik keur het gedrag absoluut niet goed, maar het is wel echt een hele goede video, 5 reten.
494051	495533	Ja.
495553	496415	Toch?
496435	496695	Ja.
496755	498097	Ik keur het gedrag wel goed.
498137	499239	Ga zo door.
499259	500601	Schijt aan de overheid.
500641	507552	400 reten.
507592	508113	Hé, dat is Franske.
508133	509535	Ja, Frans Bouwer in de Aafwacht.
509596	511218	Ja, die ken ik.
511318	512460	Fransie in de Oost.
518093	519634	Dat is ook zo'n blij eien, hè?
519675	528423	Dit is gewoon precies DJ La Fuente zonder knotje.
528483	532047	Kijk, en dit leer je nou door de jaren heen, dat moet ik toegeven.
532067	533328	Wat leer je door de jaren heen?
533388	542537	Overal aan meedoen, in de aandacht staan, dansen op muziek wat eigenlijk niet bij jou past.
542557	545940	Want het slaat nergens op dit, eigenlijk, als we eerlijk zijn.
546950	565617	maar wel leuk, wel positief maar je ziet wel dat Frans een beetje buiten adem is op het moment dat hij iets gaat zeggen hoe pak jij dat nou aan als je dan zo aan het springen bent enzo ja, sowieso fit blijven maar goed, ik ben ook wel eens buiten adem door misschien mijn bal en door mijn krachttraining en door de choreografie
565597	592363	maar hoe ik het doe ja dat is gewoon even met een flesje water tot adem komen maar ik probeer het niet nodig te hebben maar goed iedereen heeft dat wel eens maar ik vind wel bijvoorbeeld dat juist de schoenen klinkt misschien raar al een oplossing geven kijk als jij zo staat te springen met van die harde leren schoenen uit afrika
592343	604495	Ja, dan doet het misschien al meer moeite met zich meebrengen dan dat je bijvoorbeeld van die sneakers hebt, zoals bijvoorbeeld Asics of Nike Air Max misschien.
604515	606921	Ja, die komen tenminste gewoon uit Cambodja ofzo.
606941	609087	Ja, ja.
611429	630186	En als je iets zwaarder bent, zoals Frans Bauer, die altijd op die edes maar uiteindelijk nooit tot gewicht komt, dan moet je toch al schoenen aan hebben die dan toch iets minder, meer geveerd zijn, zeg maar.
630426	633309	Ja precies.
633329	640035	Maar als dit niet Frans Bauer was geweest, dan had iedereen echt gedacht van wat doet die rare man
640471	643201	die lacht als een maniac op dat podium.
643241	643823	Maar?
643984	644767	Het is Frans Bauer.
644807	646272	Het is wel Frans Bauer.
646313	647798	En daarom vijf reten.
653313	654454	Ranzig, wat ranzig.
654474	656156	Moet die meid ook meuren nu?
656237	657899	Hij probeert wel haar kont te vermijden.
657939	661623	Hij probeert eerst, zeg maar, bij haar broek zo, bij dit zo mee te pakken, weet je wel.
661683	662564	En dat lukt niet.
662684	666169	Ik zie het inderdaad, ik zie het nu pas.
666249	668371	Hij doet echt z'n best om het te vermijden.
668411	670173	We moeten deze ginger even in bescherming nemen.
670194	675540	Hij doet echt z'n best om het te vermijden en dan denkt hij van ja, ik heb daar wel gewoon de meeste grip, dus hier.
680178	683263	Maar ja, wat is dan seksuele intimidatie tegenwoordig?
683283	684544	Je weet het niet meer, hè?
684564	691074	Maar als je al zo doet, dan zegt Renée van, hé, hallo, ik voelde me gevleid.
691094	709982	Maar als hier bovenbij, ik noem nou maar wat bij de redactie van, ja, ik ga geen naam noemen, ja, die nou allemaal zo zitten te doen bij een nieuwe stagiair, van ja, jij bent hier welkom, ja, dan snap ik dat die naar Tim Hofman rennen om weer een uitzending te maken.
709962	723002	Ja, ik heb hier ook ooit de stagiaire... Hij gaat trouw met stagiaire, of de dame die hier ooit gewerkt heeft.
723042	729512	Ja, dat kan ik niet zien, maar... Nee, ik heb wel een foto.
729593	731656	Oké.
731676	733118	Ja, die is goed gedaan.
738532	755173	o, o, o, wauw, wauw, wauw, wauw, wauw, wauw, wauw, wauw, wauw, wauw, wauw, wauw, wauw, wauw, wauw, wauw, wauw, wauw
756115	757997	Wat is dit nou?
758017	761040	Die muziek, godverdomme, die hardstyle muziek.
761080	766685	Even eerlijk, die gozer die tilt gewoon die gorilla van een beveiliger op.
766705	769207	Die gast leegt sowieso 120 kilo.
769307	770228	Hij tilt hem gewoon op.
770669	771730	Dat is echt wel even lijp.
771890	773792	Die klinkt wat speed in zijn neus zitten, denk.
773872	776694	Maar waarom hebben ze al een theedoek aan hun shirt?
776714	777595	Het zijn allemaal koks.
777615	781559	Ik denk dat het zijn shirt is, want hij heeft zijn shirt uit.
781599	783501	Waarom zou je je shirt uit doen?
783521	784722	Omdat het warm is.
784702	800837	hoi hoi hoi hoi hoi hoi hoi hoi hoi hoi hoi hoi hoi hoi hoi hoi hoi
806926	826858	een, twee, drie, vier, vijf, een, twee, drie, vier, vijf, een, twee, drie, vier, vijf
827108	839454	oh, dat was een, eh, een halve oh nee, oh nee mag ik ook deze massage zelf?
839474	843042	ik weet niet wat ik van je vind, eh, Sjors oke, oke
848287	865688	wauw, oh, oké, maar ja hij is een feestbeest, hij zit er dadelijk ineens in, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja, ja
867406	889161	vijf, vijf, vijf, vijf
894895	913697	reten, reten, reten
918571	922215	Trekklijster.
922235	922576	Nou, vanuit.
922596	931407	Hé, jij hebt Iem Kudus op de hoogte gesteld van deze situatie, of niet?
931427	932768	Nou ja, vanuit.
932788	936673	Dit moet er allemaal uit.
936693	940177	Hé, yo.
940197	943161	Maar ja, een lekkere... Zo.
945841	966111	ja ik vind het de beste uitzending tot nu toe dit is allemaal omdat jij jarig bent, nou snap ik het oké, te gek
967627	970351	te gek, super!
970371	974598	Ik wil eigenlijk nog wel heel graag even iets zeggen.
974618	977402	Want jij gaf aan, wat wil ik voor mijn verjaardag?
977422	981949	En jij zei, doe maar een stripper, maar dat zei je natuurlijk voor de grap, maar dat moet je niet tegen mij zeggen.
982010	983332	Dus ik heb dat geregeld.
983352	987098	Je bent nog steeds jarig!
987258	990403	Hey, wijntje, wat lekker uit Portugal.
990423	990563	Lekker?
991150	993573	Ik heb geen idee, maar daar ga ik wel vanuit.
993593	994875	Leuk, dankjewel.
994895	997018	Je hebt nu ook een auto.
997038	999260	Ja, autodrop.
1000642	1000782	Lekker.
1000802	1004387	Plus geen drop, maar toch bedankt.
1004407	1004547	Bommel.
1004567	1004627	Ja?
1004647	1004788	Bommel.
1004808	1004948	Bommel.
1004968	1007551	Ik hou wel heel erg van chocolade, dus dankjewel.
1007571	1010395	En het laatste cadeautje.
1010415	1011817	Het houdt niet op.
1011837	1012658	Het is toch niet normaal?
1012678	1014660	Ik dacht, hier ben je wel even aan toe.
1014700	1015702	Nou, dankjewel.
1016042	1017364	Hier ben ik wel even aan toe.
1017384	1019166	Een keukenschort.
1020091	1022534	En het is een tracksuit.
1022595	1023556	Oh ja, nice.
1023576	1024457	Ja, dit is vet.
1024517	1025539	Wow, die is echt heel mooi.
1025559	1025999	Vet, hè?
1026019	1028303	Ja, ik heb ook al zo'n in het paars.
1028323	1028723	Ja, dat weet ik.
1028743	1032128	Maar ik heb deze mode natuurlijk hoogstpersoonlijk weer teruggebracht in Nederland.
1032148	1032989	Dankjewel, Gina.
1033029	1034091	Echt heel lief.
1034892	1035653	Dit vind ik echt leuk.
1035673	1037356	Helemaal bedacht bij mij.
1037396	1040981	Applausje voor Gina.
1041001	1043264	Applaus voor hem, dat hij 37 geworden is.
1043284	1046529	Oh, dat is echt heel goed.
1046589	1048191	Oké, we gaan.
1050550	1053873	Ik kijk allemaal naar Dumperdaten met Manon nu online.
1053933	1055274	Op Dumperd, hartstikke leuk.
1055294	1057276	Dikke een half uur content.
1057296	1057617	Leuk om te zien.
1057637	1058778	Half uur vermaak.
1058798	1060099	Ja.
1060119	1066044	In de zesde aflevering van D&D, Dumperdaten, is het de beurt aan Manon.
1066064	1069548	We zouden ook Dumperdaten met rapper Sjors kunnen doen, een keer.
1069568	1070609	Dat zou je denk ik wel leuk vinden.
1070629	1072891	Oh ja, dat is wel leuk.
1072931	1076554	Maar daar komen we dan nog een andere keer voor terug, zeg maar.
1076594	1077896	Ja, dat doen we dan maar een andere keer.
1077916	1079477	Dan moeten we maar eens eens over nadenken.
1081533	1087091	Ja, maar ja dan moet Gina misschien wel weg, anders wordt het niet serieus ofzo.
1087192	1088536	Ik ga, ik ben er niet.
1088596	1091586	Ik ben niet lesbisch.
1091606	1094074	Yo, met rapper George hier.
1094392	1114813	wil jij met mij op date dan is dit mijn oproepje aan alle dames ben jij een leuke dame met blonde haren of bruine haren het maakt niet uit meld je aan kom jij uit amsterdam waar ik nu ben dan is dat helemaal ideaal of uit de omgevingen van amsterdam meld je gewoon aan mail naar
1114793	1134321	daten atdumport.nl daten atdumport.nl en wie weet tot binnenkort hier op de bank ik zeg let's go yo yo yo en tot snel meld je aan let's go lekker oké ja
1135567	1139791	Ufopilot schrijft, mooi om te zien dat Wilco zomaar even die PlayStation 5 cadeau krijgt.
1139811	1143034	Hij is nu helemaal klaar voor GTA Zas.
1143054	1143695	Zas.
1143715	1143795	Vet.
1143815	1144455	Vind ik ook vet.
1144475	1148639	Voor ik in je kom schrijft die Julia is ook niet de minste.
1148960	1149720	Nee, dat klopt.
1149740	1153944	Dokter Anders schrijft Wilco, je leest dit ongetwijfeld, je bent een topper plus Zas.
1154004	1156066	Ja, dat is echt.
1156106	1159690	Wat een schatje die Wilco, ik zou hem doen, maar hij mij niet, zusje van Christina.
1159730	1161712	Nou, dat weet je helemaal niet, zusje van Christina.
1161732	1165455	Misschien is hij wel helemaal into vrouwen van de jaren 50.
1165435	1169179	Wilco is een eindbaas, zich inzetten voor het vergeten kind en lekker in het toko werken.
1169199	1172644	Je bent heel goed bezig, zegt ik zat in een kleine hoek.
1172684	1176328	Lekker aflevering, maar toch weer jammer dat de linkjes naar de video's er niet bij staan.
1176348	1180813	Nu moet ik moeilijk doen om een ranzige wijf haar eigen pis te zien drinken terwijl ik alleen maar die brugkut wil zien.
1180853	1185579	Ja, oké.
1185599	1186700	Oh ja, ik ben jarig jongens.
1186720	1188903	Het is een speciale aflevering vandaag.
1189003	1190565	Een, twee...
1191406	1195850	Belachelijk, 500.000 reten.
1195910	1197892	Ik wist niet dat dit op Dumpert mocht.
1197912	1201075	Nee, dan moet je inloggen en dan kom je bij de 18 plus filmpjes.
1201115	1205419	Oké, dus dan moet je heel goed vooruit kijken dat je niet in die categorie komt.
1205459	1212785	Bijvoorbeeld Gina die op een festival is met allemaal rappers uit Amsterdam West.
1212805	1216148	En dan komen er filmpjes uit die niet mogen.
1216168	1218911	En dan ziet ze zichzelf terug bij die categorie.
1218931	1220372	Tussen twee auto's?
1220412	1221413	Ja.
1221393	1233107	ja maar ja nee dit is toch mooi ik doe ja dit is ik vind het ongelofelijk bel mij ik weet niet waar je woont maar ik ben vandaag jarig dus je kan me nou ook wegkomen
1247785	1259006	jo, die was precies goed, dat was net te vroeg ook te vroeg?
1259026	1262352	het is echt best wel moeilijk
1293230	1294128	goed gedaan
1302443	1304526	Nou, hij stond alweer klaar.
1304766	1306088	Hij heeft best het filmpje weer.
1306108	1306588	Ja.
1306608	1308070	Goed gedaan van Samantha Steenwijk.
1308611	1308831	Vier reten.
1308871	1311134	Knap, leuke meid, die dat dan lukt.
1311174	1314439	En dan komt meteen die boerenlulden meteen weer aan.
1314459	1315961	Oké, ik neem even een chocolaatje.
1316321	1318824	Wat waren we eigenlijk aan het doen voor de striptease?
1318884	1321167	En is de kip op in Limburg?
1321207	1323270	Vind je gewoon, je heet gewoon rijst?
1324617	1326459	Zit er nog iets van suiker bij dan?
1326479	1328260	Soos, suiker, rijst of iets?
1328280	1329822	Zout of kruiden?
1329842	1331403	Nee, gewoon gekookt.
1331423	1332204	Gewoon rijst?
1332224	1333265	Gewoon rijst.
1333285	1344556	En boterhammen en bananen en zo, ja.
1344576	1351022	Hij moet gewoon heel erg poepen.
1351042	1351502	Ik wil het gewoon zien.
1355212	1359448	oké, ja, dat is wel een beetje classic ofzo waarom zou je open doen?
1359488	1364125	je bent daar lekker aan het wippen, boven de stront een pis lucht, waarom zou je open doen?
1364527	1369595	Ik vind wel, kijk, mannen zijn natuurlijk beesten, dat is de basis, mannen zijn verschrikkelijk, toch?
1369615	1374203	Ik bedoel, als het maar een gat heeft en ademt, dan hoeft het eigenlijk niet eens te ademen.
1374243	1385201	Maar voor een dame, waarom zou je je boven een dixie... Maar ja, goed, ik vind dit filmpje classic, ik vind het ook niet echt leuk of zo, van mij krijgt dit één rate.
1385221	1386363	Van mij krijgt het ook één.
1386403	1387345	Ja.
1392775	1408135	ja ik vind het wel, ik snap wat je bedoelt, ik vind het in de dictie echt heel vies ja het is wel een beetje smerig heb je wel eens naar beneden gekregen met de gelijke tijd heet het natuurlijk ook wel wat dat je op een openbare plek zeg maar in te metrijden hebt met iemand dus ik snap ook de kick wel weer ergens
1410815	1412917	Ja, dat is wel mooi.
1412937	1413799	Dat vind ik wel fijn te geven.
1413819	1415240	En safe, dat is belangrijk.
1415260	1417743	Wacht even, safe?
1417763	1420647	Ja, veilig.
1420967	1421347	Met een condoom?
1421367	1421468	Ja.
1421488	1422108	Safe sex?
1422128	1422929	Ja, ja.
1422949	1426854	Ik heb me ook weleens op een soa laten testen en dan had ik er geen.
1426894	1432941	Maar ik denk toch dat het belangrijk is dat de mensen seksuele voorlichting...
1432921	1436475	krijgen, net zoals met die Daphne net.
1436495	1442037	Ja, als ze nou twee condooms om haar borst te doen, ja dan is alles al meteen weer veiliger.
1447197	1449660	Rij gewoon een kanker hertaan, jongen.
1449680	1451503	Godverdomme, jongen.
1451523	1453606	Heel die kankerhoelik.
1453626	1456210	Kankerscooter naar de kanker, jongen.
1456390	1458092	Godverdomme, jongen.
1458112	1460656	Oh, dat is wel erg, want dit is natuurlijk zijn hele bezit.
1460716	1465362	Die heeft daar jaren voor op het veld gewerkt om die scooter te kunnen betalen.
1465382	1466364	Op Marktplaats.
1466404	1467585	Jeetje, man.
1467706	1471170	Hij doet me denken aan Paul Bosveld, weet je wel, van Feyenoord vroeger.
1471992	1473574	Godverdomme, jongen.
1473594	1475196	Heel die kankerhoelik.
1475429	1498433	kankers, kanker jonge, godverdamme jonge hij heeft een flinke gat in zijn lip, hij heeft wel goede lippen trouwens zeg ja die is vooral heel erg opgezwollend doordat hij die klap gekregen heeft denk ik ik denk dat hij goed zou kunnen pijpen vier reten
1500910	1506719	Kan hem terug verwachten.
1506759	1507199	Bijna.
1507219	1509082	Omvangt er terug.
1509102	1509923	Bijna.
1510164	1514149	Skip, we gaan door.
1514210	1515371	Niet geschoten is.
1515431	1516934	Altijd mis hè.
1516954	1517655	Ja.
1517735	1519097	Altijd mis.
1519377	1520419	Ik zei mis.
1520559	1521100	Altijd mis.
1521120	1522682	Oké, is goed.
1522662	1550982	wie het eerst komt, wie het laatste maalt, nee, wie het eerst maalt, wie het eerst komt, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee, nee,
1553172	1582740	hoge bomen, hoge bomen van de verste appels we gaan door, de appel valt niet, de appel valt niet, ver van de boom, ver van de boom, beter een goede buur, dan een verre vriend, dan een oude buur 5-0 voor Sjors ik vind het echt een, ik vind het eigenlijk best wel een leuk spel ja, ik ook, ja en het leuke vermaak, leuk ge-edit, ja 3,5
1583513	1587162	ja daar zat ik helemaal mee in m'n hoofd, drie en een half, reet eens
1588238	1591241	Kunnen we misschien even gewoon een goede beat inzetten?
1591281	1593683	Gewoon een... of iets, weet ik veel.
1593703	1594524	Iets van een beat.
1594564	1599149	Dat jij misschien nog even één vette rap kan maken over deze aflevering.
1599169	1600610	Moet ik dan gaan staan?
1600630	1601231	Ja, doe maar.
1601251	1602812	En dit is het einde van de showrap.
1602832	1603934	Sjors, bedankt.
1603954	1604654	Oké.
1604674	1609479	Maar ja, als je hem even opnieuw zet... Even opnieuw, dan kan ik hem even voeden.
1609499	1610860	Bedankt allemaal voor het kijken.
1610880	1612182	Geniet van deze rap.
1612202	1613543	Bedankt Gina July.
1614003	1615305	Bedankt voor alle felicitaties.
1615325	1616346	Bedankt Sjors.
1616366	1617587	Bedankt voor de boobies.
1617567	1643760	yo yo yo yo we zijn bij dumpert en dat is andere shit dit is wat ik zeg kijk deze videoclip yo we daten dat komt alvast aan dit is wat ik zeg rapper joss is mijn naam we zijn in het mediapark en het is niet niks yo kijk dit hebben we nu gefixt yo met die chicks en met rené dit is zeg ik yo maar doet ie mee oké hij is al
1645090	1651624	ja, oud, maar dat is nog niet zo oud als dat die wil zijn maar ze krijgen hem niet klein hij ziet nog goed uit
1653342	1679232	ik kan jonger zijn maar hij weet wat hij doet dit is wat hij zegt en hij weet ook wat hij voelt en ik zeg wat ik kan want ik ga zo weer naar huis en dat zeg ik yo ik rij hard naar huis alleen moet ik uit kijken dat ik niet word geflits anders kom ik helemaal voor niks yo yo check it out met Gina in the house dit is wat ik zeg in hele kleine mous yo we eten bonbons
1682620	1706080	dit horen ze tot aan de etage hoge, maar ik zei, oké let's go, yo, yo, yo, yo, yo, yo, yo, yo, yo, yo, yo, yo, yo, yo, yo, yo, yo, yo, yo, yo, yo, yo, yo, yo, yo, yo, yo, yo, yo, yo
1706313	1708796	Rapper Sjors!
1708816	1712962	Sjors, pak de camera nog even zwaaien naar die camera.
1713062	1715586	Shout out naar Rapper Sjors!
1715606	1715666	Yo!
1715686	1715746	Yo!
1715766	1718490	Je maag is goed dan, hè.
1718510	1721153	In Mieland, hè.
1721173	1721293	Peace!
1721313	1726901	Mieland, ja, als jij dan... Yo, yo, je zit nog zo nat.
1726921	1727041	Peace!
1727061	1727302	Kom op, man.
1727322	1727562	In de water.
