start	end	text
171498	194468	Oh, laten we die smurfer volgen, komen we bij het smurferdorp, stelletje Mocholen Ik snap niet in waar is hij nou speciaal voor dit filmpje in zijn schuur gaan zitten of is dit echt zijn huiskamer, dat vraag ik me af Denk nou eens na, je bent volwassen, zoek een leven, begin geld te verdienen, Mocholen Mensen die Pokemon Go willen spelen, die moeten gewoon lekker Pokemon Go spelen En mensen met petjes en dat soort figuren wil je gewoon lekker de plurres krijgen, doei Dat speel je toch niet, weet je wel
194448	196611	Nee, en cocaïne snuiven is wel stoer.
196631	197252	Magolen.
197312	199316	Bouwvak is met een mening, altijd drie reten.
199376	205265	Ik vind dat die man een beetje snel op zijn pikachu is getrapt.
205325	207809	Drie reten.
207849	209692	Tomatenpluggers.
209712	218205	For life.
218265	221670	Kijk, deze politiegent zou ik dus weer niet doodschieten als ze in Dallas zouden werken.
222781	251556	politie altijd je beste vriend vijf reten voor de politie sowieso deze helemaal ik snap dat het leuk is en daarom vier reten want we zijn vandaag positief
252683	256408	Ik weet in vereniging zeker dat deze jongen geen Pokemon Go speelt.
256428	259152	Want dan heb je geen tijd over om dit soort epische shit te leren.
259192	266021	Een cliché weer kwit, alsof gamers niet... Ja, oké.
266041	270387	Dit filmpje was sowieso, ongeacht hoe hij geëindigd was, was dit een topper geweest, dit filmpje.
270427	275974	Want als hij met zijn bek vol op die counter was gekomen, dan hadden we ook een top filmpje gehad met veel bloed.
276106	301168	het is geen prank, het is geen poets, het is gewoon een goede stunt 5 reten, 4 reten yes, die dude heeft precies mijn reactie
304135	311752	Het zou helemaal mooi zijn als nu de Maccordeonist binnenkomt terwijl die dude van de Macflip een salto maakt.
311772	313636	Met dingen gooien, leuk.
313716	314317	Vier reten.
314337	319208	Ik had het leuker gevonden als ze daarna op de toonbank waren geklommen en een Macflip hadden gedaan.
319228	320110	Had jij die grap wel gemaakt?
320150	320591	Maakt niet uit.
320611	322135	Drie reten.
322155	322836	Ik zeg raar.
326410	329033	In Amerika had hij al een kogel tussen zijn ogen gehad.
329074	331537	Ik hoop niet dat dit op een anticlimax uitdraait.
331557	333880	Nee, dit duurt zo lang.
333900	336443	Ik heb er nou zo emotioneel in geïnvesteerd.
336463	336804	Holy shit!
336824	337525	Ja, rij hem over!
337545	341069	Ik wil het zeggen.
341089	346216	Volgens mij is dit hoe instant spijt eruit ziet.
346336	349000	Keihard janken gewoon gelijk.
349400	350562	Kut!
352212	360420	Ik moet zeggen dat we het niet mogen klagen aangezien we met amateurs te maken hebben, maar dat het camerawerkende regie weer abominabel is jongens.
360440	363483	Kijk, wij proberen jullie ook een beetje op te voeden als straatjournalisten.
363523	367787	Als je zoiets meemaakt, even dichterbij staan, probeer de shots wat mooier te krijgen.
367827	374233	Je hoeft ook niet gelijk helemaal professioneel te editen, maar die twee minuten tiefe saaie shit kan je er gewoon best even tussenuit knippen.
374253	376095	Dan zet gewoon een video editor op je mobiel.
376135	378077	Maar, briljant einde.
378197	378737	Vier reten.
378938	379418	Drie reten.
381035	388323	Ja, ik vind het toch lastig.
388543	392047	Oh nee, dit is niet lastig, hup Stier, fuck that.
392067	394549	Jee Stier, goed gedaan Stier.
394589	396471	Je kan niet meer wensen van een Stier.
396551	401096	Ik vind het best heftig.
401116	405861	Nee, ik ben er met je eens, dit zijn heftige beelden, maar ik ben blij dat Stier gewonnen heeft.
405841	417320	Stierenvecht is voor Spanjaarden wat Zwarte Piet is voor ons, dus daar kunnen we maar één conclusie aan verbinden.
417400	419003	Oprotten met stierenvechten.
419163	422248	Vijf reten voor de stier!
422329	426195	Ik zou willen dat elk stierenvechtportje eindigt met gewoon een horn.
426175	427517	dwars door die oude hoortuin.
427537	430982	Nou dat is misschien dan, laten we het positief hebben, we zijn positief vandaag.
431002	435708	Dus als dit gewoon maar nog een paar keer gebeurt, dan houdt Styrus op vechten vanzelf wel weer op.
435748	443519	En daarom, drie reten.
443579	449067	Wat een pussy.
449167	449768	Oh, klik.
449948	450329	Ja, oké.
450389	451170	Jezus.
451190	452371	Man, is dit alles?
452391	453533	Waarom kijk ik altijd weg?
455234	460222	Goede titel ook, ik had geen flauw idee wat er in het filmpje ging gebeuren.
460242	460462	Vier reten!
460482	464288	Dokters die gewoon hun werk uitvoeren en dat er dan iemand dood gaat, dat vind ik fijn.
464329	467574	Ik hou van dokters die dat hebben.
467754	472762	Drie reten.
473423	477369	Je kan hoop zeggen, maar dit filmpje doorbreekt in ieder geval racistische vooroordeling.
477409	478792	Ja, dat wel.
478852	481596	Kompleet.
485440	490548	Het is alsof ik naar een Hollywoodfilm zit te kijken waarin vrouwen wel de goede leuke hoofdrol hebben.
490589	494475	En mannen alleen maar goed zijn voor de seks.
496819	502027	Deze Tokkie Lul wilde inderdaad een fest en het enige goede aan dit filmpje is dat hem dat niet gelukt is.
502067	503911	Lekker voor je Tokkie Lul.
504031	504592	Eén reet.
504732	506535	Vier reten voor het fest, dat was wel een mooi fest.
506555	507837	Ik zou het ook wel willen hebben dat fest.
511310	513174	We doen weer eens een topreaguursel.
513194	516802	Maar niet omdat we dat altijd doen, maar omdat ik dat gewoon nu wil.
516822	518265	En misschien doe ik volgende week wel weer niet.
518306	519608	Dat moet goed gaan, schrijft.
519649	523678	Heerlijk, je voelt gewoon de reageurders F5'en voor een topreaguursel.
523698	526163	Plus 1 voor Joris, bedankt hé.
527577	544945	dus mensen waren blij dat we de reageurders het eerste kwartiertje hadden uitgezet tegen zeg maar de meuk van mensen die first roepen of gewoon algehele kut dingen plaatsen ik vind het niet iets wat we altijd moeten doen ik vind gewoon dat de reageurders zelf die bullshit comments gewoon niet moeten plaatsen
545313	556483	want wij doen bijvoorbeeld ook ons best om geen bullshit te zeggen in deze show het is een fucking bloed serieus Beste van Leeuwen schrijft Zion Rage op 11.48 zeg je weet je wat je moet doen?
556503	570295	Snachts gewoon niet te veel naar Dumpert gaan maar gaan slapen ofzo op minuut 15 en 35 seconden geef je vervolgens aan dat wij stickers kunnen verdienen door een comment achter te laten tussen 4 uur en 5 over 4 wat moeten wij nou?
570315	574999	ja dat is een totaal dilemma nou je moet vooral niet luisteren naar voor Leeuwen of naar mij
576042	581091	want niks wat we hier zeggen slaat ook maar ergens op dit zijn grapjes
581746	583408	niet serieus.
583428	585730	Maar verder moet je natuurlijk wel gewoon om tien uur in bed liggen.
585770	587272	Eierstok een tikker.
587312	592838	Die schrijft, weet je, plak die stikkers maar lekker op je graadje van leven met je stomme regels.
592858	598163	Ineens een regel van meh een kwartier in de hoek van de kamer gaan staan en dan pas mogen reageren.
598183	607433	En nu ook nog eens midden in de nacht gaan eisen dat ik wakker ben om een sticker te bemachtigen als ik nutteloze regeltjes wil, hebben dan bel ik wel met Timmermans of stem ik voor de EU.
607413	612765	zeiksnol, wtf, altijd weer djinjers die de macht willen overnemen met hun regeltjes
613859	617182	Hij zit wel, hij raakt wel close to home.
617202	621046	Hij heeft zo toch onze dictatoriale ambities gelijk door.
621066	624570	Ik bedoel, het begint met stickers en het eindigt met het derde rijk.
624610	630556	Frankieboy17 zegt, ik kwam laatst een filmpje tegen op YouTube en vond de zanger van dit nummer verdacht veel lijken op Quid.
630576	631717	Alleen het gezicht dan.
631737	635241	Het nummer is wel een beetje gay, maar daar bedoel ik niks mee hoor, Quid.
635261	640246	Het nummer heet, Ride Sad Fred, I'm Too Sexy.
640266	641487	I'm too sexy for my shirt.
641467	650828	Nou ja, hij heeft hem nog... Het is wat langwerpiger.
650868	655177	Je hebt een mooi bredere kaaklijst.
655197	656961	Hij heeft wel vier vrouwen in bikini achter zich.
658274	683590	strontsopper schrijft lieve dumpert crew en medereageurders ik ga de achttiende van deze maand trouwen nu weet ik dat het klinkt als stierenstront maar toch is het zo mag ik als ik door het leven ga met een zo gloeiende vrouw wat op zich al kut klinkt me nog wel reageurder noemen nu is dit het enige online platform waar ik enigszins actief op ben dus hoop dat ik ook als ik vastgeketend zit in het leven van awesomeness nog domme comments mag plaatsen alvast bedankt
684329	688551	Nou, hij heeft sowieso een vrouw gevonden die anaal doet, dus hij heeft niet heel veel klagen.
688571	689817	Anders heb je niet z'n nick nemen.
689837	690762	Strontzopper.
691417	699229	Hij zit gewoon... Hij kan echt niet aan z'n soon-to-be-wife zeggen van, ja, mijn nickname op dumpert is... Strontzoppen.
699249	699690	Strontzoppen.
699710	700572	Ja, ofwel.
700632	708043	En daarom is de reden dat hij met hen trouwt, omdat het gewoon een awesome wijf is die denkt, strontzoppen, dat is goud, ik heet Poenani Naasmaak.
708244	711769	Leuk dat we allebei op dezelfde website zitten.
711789	718420	Herseloze Doedelzak schrijft, rozen zijn rood, vanleven en kwits zijn flikkers, ik ben te laat en kan fluiten naar mijn stickers.
718923	735396	ja, ja, hij was ook wel te laat er is gewoon op geen enkele regel in dit gedicht is gelogen nee ja, je kan inderdaad fluiten naar je stickers Sven Mieskramer schrijft na vele uren chore in de rugbunker is het hoogtepunt van mijn leven dan toch bereikt
745332	771627	oh we gaan ons zelf in filmpjes zien oh beter wacht filmpje van mezelf wij gaan winnen ja nee ja leuker dan bij mij ja absoluut oh man ik had een top avond wij moesten gewoon bijna klappen vangen maar Fransen zijn van zichzelf al kut mag je nog zeggen dat Fransen kut zijn alle Fransen zijn kut
776045	778128	Hoe zou het bij Quid zijn op dit moment?
778168	779310	Ik vond jou erg goed Quid.
779390	780672	Vijf reten voor jou.
780692	784358	Nou René, ik wil niet veel zeggen, maar ik vond jouw reactie ook zeer professioneel.
784438	787202	Vijf reten voor jou.
787222	787422	Dankjewel.
787442	794353	Nee jonge.
794393	796636	Die gast met die bril, die reageert dus niet.
796656	801243	Het enige waar die gast met die bril op reageert, is op de fysieke reactie van zijn vrienden.
801263	804448	Mijn conclusie daarhalve is, die gast met die bril is ook nog eens doof.
806285	807747	Haha, vijf reten.
807787	811213	Ondanks het feit dat dit de poets was en geen prank, geef ik hem toch nul reten.
811233	811854	Waarom?
811874	814078	We houden het gemiddelde een beetje safe.
814138	823673	Omdat Quint en ik gewoon ontzettend druk zijn en helemaal niet lui, laten we Marleen en Melissa onze Snapchat overnemen.
823693	827519	Ik neem aan dat jullie ook wel regelmatig wat van jezelf laten zien op Snapchat, toch?
827560	830925	Ja, geen naakt helaas, maar of tenminste.
831192	849623	er staat een paard in de gang het is dat ik eigenlijk Horsefighter geen aandacht meer wil geven maar vijf reten voor die Horsefighter snap ja ik vind dat een van de beste dingen die Fresco ooit gedaan heeft
850430	861604	dat was dumpert reten 61 volgende week zijn we er weer vanuit het buitenland en ik zeg lekker nog niet waar maar dat wordt leuk bedankt Marlene en Melissa en tot de volgende keer doeg
