start	end	text
1197898	1203407	Ja, sorry mevrouw.
1203725	1214160	Deze mensen bestaan gewoon echt.
1214601	1224175	En die denken en zo, en eten en stemmen ook, ja.
1224195	1225917	Ja, ik vind het wel een vet filmpje.
1225937	1229442	Ik heb z'n mes alles, kom.
1229482	1232787	Kom, laat die poepzaak, laat hem.
1232902	1233463	Ja, maar ja.
1233483	1235505	Maar waar zou deze ruzie over gaan?
1235545	1241090	Ja, ik denk, het is wel iets met de mes, dus het zal wel iets... Nee, nee, ik denk echt gewoon niet knippen op de rotonde.
1241110	1243012	Zo iets, weet je wel.
1243032	1244774	Maar waarom zou hij een mes bij zich hebben dan?
1244794	1245674	Of zou het gewoon weer zonder zijn?
1245694	1247216	Die vrouw, die zei volgens mij dat ze een mes had.
1247236	1248337	Maar hoe komt ze ook aan zijn mes?
1248357	1250299	Oh nee, dat is wel een bosproef toch?
1250319	1251740	Zij zei gewoon, ik heb een mes en alles.
1251780	1254063	Nee, hij heeft net z'n snor afgeschoren en het is een scheermes.
1254083	1254763	Dat denk ik ook.
1254783	1256625	Laat hem poepen, zaak, laat hem!
1256665	1260989	Ik vond het leuk gedaan, waren die Almeloers maar zo stoer toen de Duitsers binnenkwamen.
1261009	1261710	Drie reten.
1263175	1265081	Oh man, ik vind het wel wennen hoor.
1265302	1267730	Ik voel me ook helemaal zo'n frisse briechen.
1267750	1275717	Jullie zingen ook heel anders uit toen jullie hier binnenkwamen.
1276979	1278040	I love fat chicks schrijft.
1278060	1281064	Nou, voorraad Shamadrian, je mag wat mij betreft nog eens terugkomen.
1281084	1286351	Wel onder de strikte voorwaarde dat het niet ten koste gaat van de aanwezigheid van Jamie Kazan.
1286451	1286691	Vet.
1286751	1288113	Je had een toppijf is dat eigenlijk hè.
1288133	1288554	Ja.
1288574	1290056	Maar Shamadrian, kennen jullie die?
1290076	1290776	Hebben jullie woordjes van gehoord?
1290796	1291718	Nee, ik heb geen idee.
1291738	1293320	Waar gaat het eigenlijk deze hele... Over vorige week.
1293400	1295322	Ah ja, niet gekeken.
1295342	1296303	Shamadriantje, T-Rex Leijers!
1296323	1297485	Zegt coocommerstamper.
1297505	1297966	Ja, echt leuk.
1297986	1299147	Wie is fucking Shamadrian?
1299167	1304674	Ja, dat is Adriaan, maar dan zeg maar... En Shamadrian is iemand die zeg maar kwak zalft en hij is een soort van abdiek.
1304654	1309889	en wat voor een kere gast.
1310250	1312235	Oh.
1313158	1314863	Zijn jullie bekend met Maurie Vlogs?
1314883	1316246	Maurie Vlogs is mijn idool.
1316266	1316547	Ja?
1316587	1317530	En jij kent het niet?
1317550	1319175	Kennen jullie Hoper en El, trouwens?
1319195	1320418	Hebben jullie die al eens behandeld?
1320398	1320879	Nee.
1320979	1324343	Oooooooh!
1324383	1327727	Dat is een gast, gewoon een Nederlands gast die in een fabriek werkt.
1327747	1331892	En die gaat elk jaar een paar maanden naar Thailand om hoeren te neuken.
1331932	1333373	En dat gaat hij dan vloggen.
1333393	1336957	En dan verteelt hij gewoon schaamteloos welke hoeren die hij zoekt.
1336977	1338459	Dit heb ik gezien!
1338619	1339681	Dus het is een spel.
1339701	1341503	Het is een soort van spel.
1341563	1343565	En hun zijn de verleiders.
1343585	1345107	En jij bent de portemonnee.
1345711	1352312	en zij willen zoveel mogelijk geld uit jouw portemonnee en jij wilt zoveel mogelijk lekkernij van de postie te wezen
1354368	1361236	Kijk, hij koopt ook gewoon, op het strand koopt hij gewoon pillen dat hij in stijf een lul krijgt, en volgens zit hij non-stop aan de diré door die pillen.
1361256	1363279	En dan vlogt hij er allemaal gewoon, ja.
1363319	1365862	Ik kwam net een verkooptje langs met dit middeltje.
1366042	1366783	Cialaz.
1366803	1370768	Het is een soort camagra, maar dan zonder al te veel bijweggingen.
1370788	1374993	Maar eerlijk, heel veel reageurders kunnen een voorbeeld nemen aan deze meneer.
1375013	1377276	Hij heeft tenminste wel seks, losers.
1377296	1380179	Ja, waarom zou je al die moeite doen en een vriendinnetje zoeken, weet je wel?
1380239	1381761	Ik doe graag gewoon naar Thailand.
1381781	1382502	Kijk dit dan.
1393771	1395173	Ja, vet.
1395193	1396214	Nou bedankt.
1396254	1399818	Hebben jullie trouwens Cakefart weleens gezien?
1399858	1403161	Nee, dat gaan we niet doen.
1403181	1405504	Nee, wij kijken dit niet.
1405584	1408387	Ik had bij de middelvingercrash wel de Skyrim-edit verdacht.
1408407	1409728	We missen je Wilco.
1409748	1410589	Ja, wij missen Wilco ook.
1410609	1413973	Wilco is onze eerste editor eigenlijk, die is op vakantie.
1413993	1415234	Dus ik dacht, ik gooi het er even in voor zijn editor.
1415254	1417597	Gooi even de B erin voor Willy.
1417637	1418838	We zijn er doorheen gevlogen.
1418918	1421461	Jesper, Herre, hebben jullie het een beetje naar je zin gehad bij ons op bank?
1421481	1422862	Ongekend.
1422882	1423423	Ja, we vonden het wel leuk.
1424939	1428990	Gina July, dit was Dumpertreten!
1429010	1434604	Geet nat!
1434624	1434865	In de water!
